genes	PR_L1	PR_L2	PR_L3	PR_L4	PR_L5	PR_L6	PR_L7	PR_L8	PR_L9	Rank_L1	Rank_L2	Rank_L3	Rank_L4	Rank_L5	Rank_L6	Rank_L7	Rank_L8	Rank_L9	WPR	RankWPR	Best	BestPR_rank
54462	8.268122e-05	6.948424e-05	6.972339e-05	6.622574e-05	6.6289e-05	6.240241e-05	8.560587e-05	6.87398e-05	6.960752e-05	1619	3390	2619	4726	4627	5222	1168	3789	3048	7.12824765521621e-05	409	1168	300
10992	8.259912e-05	0	0	0	6.612666e-05	6.22291e-05	0	0	0	1634	5362	5362	5362	4829	5343	5362	5362	5362	2.36395128165274e-05	1715	1634	306
10262	8.259912e-05	0	0	0	0	6.208609e-05	0	0	0	1634	5362	5362	5362	5362	5361	5362	5362	5362	1.64935585252566e-05	1832	1634	306
5710	8.268122e-05	6.948424e-05	6.972339e-05	6.622574e-05	6.628862e-05	6.222945e-05	0	6.86368e-05	7.586172e-05	1619	3390	2619	4726	4653	5334	5362	3911	1782	6.21861019380976e-05	556	1619	306
10169	8.268122e-05	6.948424e-05	6.972339e-05	6.622574e-05	6.6289e-05	6.240241e-05	8.560587e-05	6.87398e-05	6.960752e-05	1619	3390	2619	4726	4627	5222	1168	3789	3048	7.12824765521621e-05	409	1168	300
1111	8.259912e-05	0	6.970108e-05	6.62257e-05	6.628862e-05	6.222945e-05	0	6.86368e-05	6.960749e-05	1634	5362	2686	4750	4653	5334	5362	3911	3077	5.37942836295111e-05	798	1634	306
54962	8.268119e-05	6.946185e-05	0	0	0	0	0	0	0	1631	3420	5362	5362	5362	5362	5362	5362	5362	1.71091418552816e-05	1810	1631	306
5423	8.259912e-05	0	6.960557e-05	0	6.599208e-05	0	0	0	0	1634	5362	3081	5362	4863	5362	5362	5362	5362	2.42353787089273e-05	1683	1634	306
1460	8.268122e-05	6.948424e-05	6.972339e-05	6.622574e-05	6.628862e-05	6.222945e-05	0	6.86368e-05	6.960749e-05	1619	3390	2619	4726	4653	5334	5362	3911	3077	6.14924469630235e-05	630	1619	306
641	8.259912e-05	0	6.970084e-05	6.606358e-05	0	0	8.54798e-05	6.873964e-05	6.960752e-05	1634	5362	2694	4860	5362	5362	1220	3817	3048	4.92916424786889e-05	871	1220	306
10342	8.259912e-05	0	0	0	6.599208e-05	0	0	0	0	1634	5362	5362	5362	4863	5362	5362	5362	5362	1.65310738244636e-05	1825	1634	306
4100	8.259912e-05	0	0	0	0	0	0	0	0	1634	5362	5362	5362	5362	5362	5362	5362	5362	9.41593240124995e-06	1882	1634	306
57707	8.259912e-05	0	0	0	0	0	0	6.861848e-05	0	1634	5362	5362	5362	5362	5362	5362	3913	5362	1.70024189399462e-05	1815	1634	306
7203	8.259912e-05	0	6.960557e-05	0	6.612703e-05	6.240206e-05	8.560587e-05	6.87398e-05	6.960752e-05	1634	5362	3081	5362	4823	5239	1168	3789	3048	5.64425062994831e-05	690	1168	306
23032	8.259912e-05	0	6.960557e-05	0	0	0	0	0	0	1634	5362	3081	5362	5362	5362	5362	5362	5362	1.71202372857137e-05	1807	1634	306
8440	8.259912e-05	0	0	0	0	6.208609e-05	0	0	6.958942e-05	1634	5362	5362	5362	5362	5361	5362	5362	3116	2.42117024687194e-05	1691	1634	306
5501	8.268122e-05	6.948424e-05	6.972339e-05	6.622574e-05	6.6289e-05	6.240241e-05	8.560587e-05	6.87398e-05	6.960752e-05	1619	3390	2619	4726	4627	5222	1168	3789	3048	7.12824765521621e-05	409	1168	300
3101	8.259912e-05	0	0	6.596306e-05	0	6.225905e-05	8.560556e-05	6.872147e-05	0	1634	5362	5362	4867	5362	5320	1180	3834	5362	4.09555142227351e-05	1190	1180	306
3693	8.259912e-05	0	0	0	0	0	0	6.86368e-05	6.960749e-05	1634	5362	5362	5362	5362	5362	5362	3911	3077	2.47245924887844e-05	1653	1634	306
80153	8.259912e-05	0	0	0	0	0	8.53971e-05	0	0	1634	5362	5362	5362	5362	5362	1226	5362	5362	1.91510137349766e-05	1787	1226	306
51324	8.259912e-05	0	0	0	0	0	8.53971e-05	0	6.958942e-05	1634	5362	5362	5362	5362	5362	1226	5362	3116	2.68691576784393e-05	1609	1226	306
7189	8.268122e-05	6.948424e-05	6.972339e-05	6.622574e-05	6.628862e-05	6.222945e-05	0	6.86368e-05	6.960749e-05	1619	3390	2619	4726	4653	5334	5362	3911	3077	6.14924469630235e-05	630	1619	306
4774	0	6.940903e-05	6.978525e-05	6.656803e-05	6.644291e-05	7.79950111901381e-05	8.578443e-05	8.84673695883715e-05	6.961733e-05	5362	3458	2373	4250	4363	1719	974	750	2971	6.58891149894586e-05	442	750	306
79800	0	6.94315e-05	6.974334e-05	6.652745e-05	6.64236e-05	0	8.547986e-05	6.878948e-05	6.962716e-05	5362	3439	2554	4310	4435	5362	1212	3665	2860	5.47801005451086e-05	748	1212	306
55139	0	6.940901e-05	6.974336e-05	6.65474e-05	6.657592e-05	6.235549e-05	0	6.866167e-05	6.961731e-05	5362	3460	2552	4295	4236	5299	5362	3894	2977	5.21447786645687e-05	819	2552	306
9915	0	6.93881e-05	0	0	6.599208e-05	0	8.557078e-05	0	0	5362	3468	5362	5362	4863	5362	1185	5362	5362	2.45457175254064e-05	1664	1185	306
140461	0	6.938803e-05	0	0	0	0	0	0	0	5362	3471	5362	5362	5362	5362	5362	5362	5362	7.67568788757011e-06	1891	3471	306
55870	0	6.941049e-05	6.972336e-05	6.622541e-05	6.615405e-05	0	0	6.86368e-05	6.960749e-05	5362	3446	2643	4752	4776	5362	5362	3911	3077	4.49504807380104e-05	1080	2643	306
546	0	6.941046e-05	6.976392e-05	6.637793e-05	6.644375e-05	6.252816e-05	8.560619e-05	6.879122e-05	6.961735e-05	5362	3447	2455	4512	4355	5153	1122	3653	2940	6.19076890844487e-05	575	1122	306
9774	0	6.940901e-05	6.972358e-05	6.63764e-05	6.642349e-05	6.24027e-05	8.56059e-05	6.876466e-05	6.961679e-05	5362	3460	2610	4544	4436	5215	1156	3746	2995	6.18833811907133e-05	581	1156	306
10438	0	6.940904e-05	6.9764e-05	6.637929e-05	6.657941e-05	6.253109e-05	8.595171e-05	6.876516e-05	6.961679e-05	5362	3457	2446	4505	4209	5105	945	3720	2995	6.19590927673334e-05	564	945	306
4849	0	6.94568e-05	6.974338e-05	6.654805e-05	6.642418e-05	6.240305e-05	8.577889e-05	6.876647e-05	6.961733e-05	5362	3422	2551	4288	4422	5199	1043	3699	2971	6.19293920944109e-05	569	1043	306
9337	0	6.945682e-05	6.974314e-05	6.637716e-05	6.642366e-05	6.235605e-05	0	0	6.959924e-05	5362	3421	2577	4522	4433	5288	5362	5362	3095	4.45221381333991e-05	1090	2577	306
8048	0	6.940897e-05	6.972358e-05	6.637584e-05	6.628826e-05	0	8.565239e-05	6.876472e-05	6.96266e-05	5362	3464	2610	4547	4659	5362	1098	3736	2885	5.47614120806179e-05	749	1098	306
30827	0	6.941038e-05	6.962785e-05	0	6.612698e-05	6.237802e-05	0	0	0	5362	3452	2846	5362	4824	5273	5362	5362	5362	2.96255225354514e-05	1575	2846	306
9191	0	6.941045e-05	6.974415e-05	6.622581e-05	6.630685e-05	0	0	6.86368e-05	6.960749e-05	5362	3448	2521	4716	4558	5362	5362	3911	3077	4.4969295032059e-05	1077	2521	306
9988	0	6.941044e-05	6.972336e-05	6.622574e-05	6.628927e-05	6.252882e-05	8.577909e-05	6.872168e-05	0	5362	3449	2643	4726	4615	5133	1034	3825	5362	5.41610494587359e-05	779	1034	306
9669	0	6.940901e-05	6.974312e-05	6.63761e-05	6.628853e-05	0	0	6.866171e-05	6.961731e-05	5362	3460	2578	4545	4655	5362	5362	3887	2977	4.49870333233146e-05	1073	2578	306
2305	0	6.938822e-05	0	6.614288e-05	0	6.238546e-05	8.577883e-05	6.874818e-05	0	5362	3467	5362	4791	5362	5259	1050	3757	5362	3.92717221834976e-05	1263	1050	306
57459	0	6.940899e-05	6.974314e-05	6.63779e-05	6.642426e-05	6.222974e-05	0	6.86617e-05	6.961731e-05	5362	3462	2577	4513	4421	5332	5362	3889	2977	5.20958615096515e-05	824	2577	306
2960	0	6.940905e-05	6.978449e-05	6.622583e-05	6.628982e-05	6.278213e-05	8.578077e-05	6.881793e-05	6.961736e-05	5362	3456	2381	4714	4584	5002	993	3590	2938	6.19286831381262e-05	570	993	306
79885	0	6.9409e-05	6.964741e-05	0	6.626159e-05	6.23551e-05	0	6.866169e-05	6.961731e-05	5362	3461	2775	5362	4673	5305	5362	3890	2977	4.4951936537095e-05	1078	2775	306
55502	0	6.941049e-05	6.972336e-05	6.622574e-05	6.6289e-05	6.240241e-05	8.560587e-05	6.87398e-05	6.961679e-05	5362	3446	2643	4726	4627	5222	1168	3789	2995	6.1850051720631e-05	590	1168	306
10363	0	6.941219e-05	0	6.629657e-05	6.644225e-05	6.252845e-05	8.560611e-05	6.872147e-05	0	5362	3444	5362	4566	4372	5146	1143	3834	5362	4.64482181407504e-05	1036	1143	306
84525	0	6.938721e-05	0	6.630053e-05	6.631297e-05	0	0	0	6.959932e-05	5362	3472	5362	4561	4553	5362	5362	5362	3094	2.96663484614066e-05	1570	3094	306
3299	0	6.943431e-05	6.962786e-05	0	0	0	8.557043e-05	0	0	5362	3429	2845	5362	5362	5362	1187	5362	5362	2.51424199995889e-05	1634	1187	306
54556	0	6.940904e-05	6.974314e-05	6.637797e-05	6.644258e-05	0	0	6.868828e-05	6.961732e-05	5362	3457	2577	4511	4367	5362	5362	3847	2974	4.50067878033873e-05	1069	2577	306
26145	0	6.940917e-05	6.974326e-05	6.638582e-05	6.643417e-05	6.240272e-05	8.56059e-05	6.876502e-05	6.961738e-05	5362	3454	2557	4497	4399	5213	1156	3725	2933	6.18878480533539e-05	577	1156	306
122953	0	6.943151e-05	6.97629e-05	6.652844e-05	6.681543e-05	6.240435e-05	8.600228e-05	6.87901e-05	6.961735e-05	5362	3438	2481	4308	4100	5184	889	3659	2940	6.19970614183106e-05	562	889	306
8932	0	6.943143e-05	6.980398e-05	6.68735e-05	6.68556e-05	6.248241e-05	0	6.871172e-05	6.962714e-05	5362	3440	2348	4064	4077	5175	5362	3843	2863	5.22402438677592e-05	814	2348	306
9968	0	6.941046e-05	6.974441e-05	6.639923e-05	6.64424e-05	6.265713e-05	8.59531e-05	6.877491e-05	0	5362	3447	2505	4462	4370	5055	922	3666	5362	5.4238876306207e-05	774	922	306
9439	0	6.940903e-05	6.978473e-05	6.637649e-05	6.642404e-05	6.26583e-05	8.560645e-05	6.879115e-05	6.961734e-05	5362	3458	2379	4533	4425	5050	1112	3654	2962	6.19224108387554e-05	571	1112	306
9442	0	6.940899e-05	6.976415e-05	6.654907e-05	6.642418e-05	6.265619e-05	8.578045e-05	6.876491e-05	6.96266e-05	5362	3462	2441	4280	4422	5062	995	3731	2885	6.19564025476732e-05	565	995	306
4212	0	6.940902e-05	6.974312e-05	6.637677e-05	6.64237e-05	6.222974e-05	0	6.866172e-05	6.961731e-05	5362	3459	2578	4531	4432	5332	5362	3884	2977	5.20956830669741e-05	825	2578	306
4617	0	6.940901e-05	6.974312e-05	6.63768e-05	6.657656e-05	6.252874e-05	8.560616e-05	6.87647e-05	6.960752e-05	5362	3460	2578	4530	4230	5140	1130	3741	3048	6.19154647706636e-05	574	1130	306
8856	0	6.943298e-05	6.978425e-05	6.658099e-05	6.673963e-05	6.260991e-05	0	0	6.960863e-05	5362	3431	2382	4205	4126	5086	5362	5362	3020	4.46099939304543e-05	1088	2382	306
9970	0	6.943221e-05	6.98048e-05	6.64066e-05	6.65986e-05	6.265718e-05	8.578082e-05	6.876656e-05	9.117496e-05	5362	3434	2340	4452	4188	5054	991	3685	659	6.43572327990204e-05	462	659	306
2063	0	6.943223e-05	6.97635e-05	6.657035e-05	6.660493e-05	6.266816e-05	8.56065e-05	6.881747e-05	6.962735e-05	5362	3433	2464	4240	4182	5037	1109	3593	2848	6.19681042159374e-05	563	1109	306
5092	0	6.943152e-05	6.974334e-05	6.652928e-05	6.65587e-05	6.248215e-05	0	6.868666e-05	6.962713e-05	5362	3437	2554	4305	4258	5176	5362	3851	2864	5.21617543813557e-05	815	2554	306
11331	0	6.945441e-05	6.978279e-05	6.655225e-05	6.644953e-05	0	0	6.871229e-05	6.963706e-05	5362	3424	2399	4270	4336	5362	5362	3842	2800	4.50405090845131e-05	1068	2399	306
5307	0	6.941096e-05	6.976537e-05	6.647223e-05	6.648504e-05	6.252854e-05	8.560616e-05	0.000179711483915949	0.0001033914	5362	3445	2415	4322	4317	5142	1130	138	462	7.79317854695567e-05	94	138	306
25885	0	6.941039e-05	6.964861e-05	0	0	6.233891e-05	0	0	6.959869e-05	5362	3451	2767	5362	5362	5311	5362	5362	3104	3.02128490347107e-05	1555	2767	306
5436	0	6.940903e-05	6.976418e-05	6.654852e-05	6.642381e-05	6.222974e-05	0	6.868819e-05	6.961732e-05	5362	3458	2436	4284	4429	5332	5362	3848	2974	5.21194034878653e-05	820	2436	306
26108	0	6.940912e-05	6.974318e-05	6.638357e-05	6.629176e-05	0	0	6.866186e-05	6.961732e-05	5362	3455	2563	4500	4572	5362	5362	3878	2974	4.49882204794297e-05	1072	2563	306
90780	0	6.940898e-05	6.974312e-05	6.63761e-05	6.628853e-05	0	0	6.86368e-05	6.960749e-05	5362	3463	2578	4545	4655	5362	5362	3911	3077	4.49831868116071e-05	1076	2578	306
5931	0	6.943297e-05	6.974369e-05	6.672745e-05	6.658404e-05	6.265587e-05	8.612638e-05	6.879205e-05	6.961735e-05	5362	3432	2535	4138	4202	5067	871	3630	2940	6.20345608209467e-05	557	871	306
5990	0	6.938842e-05	0	6.612518e-05	6.628871e-05	6.238082e-05	0	6.864495e-05	0	5362	3466	5362	4847	4648	5270	5362	3902	5362	3.66264267361449e-05	1357	3466	306
9604	0	6.945495e-05	6.980428e-05	6.673822e-05	6.690767e-05	6.240409e-05	8.577878e-05	6.881615e-05	6.965574e-05	5362	3423	2345	4128	4046	5185	1052	3605	2741	6.20183432480319e-05	558	1052	306
84174	0	6.940898e-05	6.974312e-05	6.63761e-05	6.628853e-05	0	0	6.868813e-05	6.961732e-05	5362	3463	2578	4545	4655	5362	5362	3850	2974	4.49899521195647e-05	1071	2578	306
8467	0	6.941049e-05	6.976487e-05	6.642177e-05	6.64657e-05	6.265522e-05	8.577933e-05	6.876608e-05	6.961753e-05	5362	3446	2421	4443	4327	5072	1023	3710	2927	6.19463358093784e-05	566	1023	306
6599	0	6.94315e-05	6.976293e-05	6.655078e-05	6.655933e-05	6.236951e-05	0	6.868666e-05	6.962714e-05	5362	3439	2479	4274	4256	5277	5362	3851	2863	5.21534583619403e-05	818	2479	306
64321	0	6.940905e-05	6.97434e-05	6.655154e-05	6.629106e-05	0	0	6.864344e-05	0	5362	3456	2545	4271	4575	5362	5362	3904	5362	3.72829295142276e-05	1338	2545	306
6659	0	6.941044e-05	6.972336e-05	6.622574e-05	6.628927e-05	6.25283e-05	8.552343e-05	0	0	5362	3449	2643	4726	4615	5150	1197	5362	5362	4.65339491314506e-05	1032	1197	306
83595	0	6.943299e-05	6.976376e-05	6.621621e-05	0	6.221549e-05	0	6.866177e-05	6.961732e-05	5362	3430	2461	4762	5362	5347	5362	3880	2974	4.49200766773405e-05	1083	2461	306
10772	0	6.941042e-05	6.964864e-05	0	0	0	0	6.864498e-05	0	5362	3450	2764	5362	5362	5362	5362	3901	5362	2.29766531485516e-05	1729	2764	306
10474	0	6.943214e-05	6.978417e-05	6.658018e-05	6.67106e-05	6.283026e-05	8.560683e-05	6.881662e-05	6.96371e-05	5362	3435	2385	4207	4164	4985	1104	3600	2799	6.20023350883061e-05	560	1104	306
6923	0	6.938803e-05	0	6.613645e-05	0	6.221317e-05	0	0	6.959869e-05	5362	3471	5362	4797	5362	5352	5362	5362	3104	2.95911180809515e-05	1579	3104	306
7024	0	6.938809e-05	0	6.613689e-05	0	6.25134e-05	8.569743e-05	0	0	5362	3469	5362	4794	5362	5159	1064	5362	5362	3.16755435072647e-05	1512	1064	306
9878	0	6.941044e-05	6.972361e-05	6.639701e-05	6.628932e-05	6.235551e-05	0	6.866326e-05	6.96075e-05	5362	3449	2608	4486	4606	5296	5362	3875	3070	5.20947858286053e-05	826	2608	306
9925	0	6.938806e-05	0	6.613434e-05	0	6.208609e-05	0	0	6.958942e-05	5362	3470	5362	4805	5362	5361	5362	5362	3116	2.95753798826176e-05	1580	3116	306
51341	0	6.940902e-05	6.974312e-05	6.637716e-05	6.642407e-05	6.24027e-05	8.56059e-05	6.876471e-05	6.961734e-05	5362	3459	2578	4522	4424	5215	1156	3737	2962	6.18857557846923e-05	579	1156	306
23414	0	6.938869e-05	0	0	6.612736e-05	6.255195e-05	8.577919e-05	6.876656e-05	6.961679e-05	5362	3465	5362	5362	4812	5090	1031	3685	2995	4.70388973239659e-05	977	1031	306
7707	0	6.94096e-05	6.974359e-05	6.640452e-05	6.644643e-05	6.238659e-05	0	6.866224e-05	6.961738e-05	5362	3453	2538	4458	4342	5248	5362	3876	2933	5.21191764415091e-05	821	2538	306
49854	0	6.941044e-05	6.972336e-05	6.622611e-05	6.644178e-05	6.222978e-05	0	6.866327e-05	6.96075e-05	5362	3449	2643	4706	4387	5329	5362	3871	3070	5.20785068951689e-05	829	2643	306
25888	0	6.938803e-05	0	6.612556e-05	6.644183e-05	6.252863e-05	8.552343e-05	0	6.960795e-05	5362	3471	5362	4835	4383	5141	1197	5362	3026	4.65400521178511e-05	1031	1197	306
79027	0	6.943151e-05	6.976292e-05	6.652858e-05	6.642615e-05	6.252911e-05	8.577901e-05	6.879145e-05	6.961734e-05	5362	3438	2480	4307	4408	5124	1035	3638	2962	6.19440253570603e-05	567	1035	306
8501	0	6.938655e-05	6.972336e-05	6.622574e-05	6.628862e-05	6.222945e-05	0	0	0	5362	3474	2643	4726	4653	5334	5362	5362	5362	3.67476856734567e-05	1353	2643	306
6493	0	6.938655e-05	6.972312e-05	6.606361e-05	0	6.225888e-05	8.552288e-05	0	6.958942e-05	5362	3474	2650	4858	5362	5325	1210	5362	3116	4.70540487187282e-05	976	1210	306
8731	0	6.938655e-05	6.972336e-05	6.622574e-05	6.6289e-05	6.240241e-05	8.560587e-05	6.87398e-05	6.960752e-05	5362	3474	2643	4726	4627	5222	1168	3789	3048	6.18463753501297e-05	595	1168	306
23505	0	6.938655e-05	6.972335e-05	6.622541e-05	6.615405e-05	0	0	6.86368e-05	6.960749e-05	5362	3474	2644	4752	4776	5362	5362	3911	3077	4.49478313938757e-05	1081	2644	306
989	0	6.936416e-05	0	0	0	6.225905e-05	8.560556e-05	6.872147e-05	0	5362	3476	5362	5362	5362	5320	1180	3834	5362	3.21271089024172e-05	1464	1180	306
6156	0	6.936416e-05	0	0	0	6.225888e-05	8.552288e-05	0	6.958942e-05	5362	3476	5362	5362	5362	5325	1210	5362	3116	3.22379349742716e-05	1450	1210	306
6155	0	6.936416e-05	0	0	0	0	8.53971e-05	0	0	5362	3476	5362	5362	5362	5362	1226	5362	5362	1.74081287273978e-05	1799	1226	306
10181	0	6.938652e-05	6.962784e-05	0	6.599208e-05	0	0	6.86368e-05	6.960749e-05	5362	3475	2847	5362	4863	5362	5362	3911	3077	3.78060922058373e-05	1329	2847	306
65059	0	6.938655e-05	6.972336e-05	6.622574e-05	6.628862e-05	6.222945e-05	0	6.86368e-05	6.960749e-05	5362	3474	2643	4726	4653	5334	5362	3911	3077	5.20563457609911e-05	838	2643	306
22858	0	6.936416e-05	0	6.612485e-05	6.61538e-05	0	0	6.86368e-05	6.960749e-05	5362	3476	5362	4849	4785	5362	5362	3911	3077	3.72171844758748e-05	1343	3077	306
515	0	6.938655e-05	6.972336e-05	6.622574e-05	6.628862e-05	6.222945e-05	0	6.86368e-05	6.960749e-05	5362	3474	2643	4726	4653	5334	5362	3911	3077	5.20563457609911e-05	838	2643	306
78992	0	6.936416e-05	0	6.612518e-05	6.628838e-05	6.222945e-05	0	6.86368e-05	6.960749e-05	5362	3476	5362	4847	4656	5334	5362	3911	3077	4.43256988143194e-05	1096	3077	306
9559	0	6.938655e-05	6.972336e-05	6.622574e-05	6.628862e-05	6.222945e-05	0	6.86368e-05	6.960749e-05	5362	3474	2643	4726	4653	5334	5362	3911	3077	5.20563457609911e-05	838	2643	306
9218	0	6.938655e-05	6.972335e-05	6.622541e-05	6.615405e-05	0	8.54798e-05	6.873964e-05	6.960752e-05	5362	3474	2644	4752	4776	5362	1220	3817	3048	5.47037137042176e-05	753	1220	306
25759	0	6.936416e-05	0	0	6.599208e-05	0	0	0	6.958942e-05	5362	3476	5362	5362	4863	5362	5362	5362	3116	2.25063327603475e-05	1736	3116	306
23314	0	6.938655e-05	6.972336e-05	6.622574e-05	6.6289e-05	6.240241e-05	8.560587e-05	6.87398e-05	6.960752e-05	5362	3474	2643	4726	4627	5222	1168	3789	3048	6.18463753501297e-05	595	1168	306
23179	0	6.938655e-05	6.972336e-05	6.622574e-05	6.6289e-05	8.10122944432473e-05	8.560587e-05	6.87398e-05	6.960752e-05	5362	3474	2643	4726	4627	1654	1168	3789	3048	6.39678457841717e-05	495	1168	306
79837	0	6.938655e-05	6.972335e-05	6.622541e-05	6.615405e-05	0	0	6.86368e-05	6.960749e-05	5362	3474	2644	4752	4776	5362	5362	3911	3077	4.49478313938757e-05	1081	2644	306
51230	0	6.938655e-05	6.972336e-05	6.622574e-05	6.628862e-05	6.222945e-05	0	6.86368e-05	6.960749e-05	5362	3474	2643	4726	4653	5334	5362	3911	3077	5.20563457609911e-05	838	2643	306
114882	0	6.938655e-05	6.972336e-05	6.622574e-05	6.628862e-05	6.222945e-05	0	6.86368e-05	6.960749e-05	5362	3474	2643	4726	4653	5334	5362	3911	3077	5.20563457609911e-05	838	2643	306
4717	0	6.936416e-05	0	6.612518e-05	6.628875e-05	6.240241e-05	8.560585e-05	6.872147e-05	0	5362	3476	5362	4847	4647	5222	1173	3834	5362	4.63935470635869e-05	1039	1173	306
10627	0	6.938655e-05	6.972336e-05	6.622574e-05	6.6289e-05	6.240241e-05	8.560587e-05	6.87398e-05	6.960752e-05	5362	3474	2643	4726	4627	5222	1168	3789	3048	6.18463753501297e-05	595	1168	306
124540	0	6.938655e-05	6.972336e-05	6.622574e-05	6.628862e-05	6.222945e-05	0	6.86368e-05	6.960749e-05	5362	3474	2643	4726	4653	5334	5362	3911	3077	5.20563457609911e-05	838	2643	306
121227	0	6.938652e-05	6.962784e-05	0	6.612666e-05	6.22291e-05	0	6.86368e-05	6.960749e-05	5362	3475	2847	5362	4829	5343	5362	3911	3077	4.49145311979011e-05	1084	2847	306
27146	0	6.938652e-05	6.962784e-05	0	6.599208e-05	0	8.53971e-05	0	0	5362	3475	2847	5362	4863	5362	1226	5362	5362	3.22325134520295e-05	1451	1226	306
89853	0	6.938655e-05	6.972312e-05	6.606361e-05	0	0	0	6.861848e-05	0	5362	3474	2650	4858	5362	5362	5362	3913	5362	3.0075647676824e-05	1565	2650	306
80004	0	6.938655e-05	6.972335e-05	6.622541e-05	6.615405e-05	0	0	6.86368e-05	6.960749e-05	5362	3474	2644	4752	4776	5362	5362	3911	3077	4.49478313938757e-05	1081	2644	306
27335	0	6.936416e-05	0	0	0	0	8.54798e-05	6.873964e-05	6.960752e-05	5362	3476	5362	5362	5362	5362	1220	3817	3048	3.27375897915474e-05	1431	1220	306
220107	0	6.936416e-05	0	0	0	0	0	6.861848e-05	0	5362	3476	5362	5362	5362	5362	5362	3913	5362	1.52595339323674e-05	1844	3476	306
25777	0	6.938655e-05	6.972336e-05	6.622574e-05	6.628862e-05	6.222945e-05	0	6.86368e-05	6.960749e-05	5362	3474	2643	4726	4653	5334	5362	3911	3077	5.20563457609911e-05	838	2643	306
10611	0	6.938655e-05	6.972335e-05	6.622541e-05	6.615405e-05	0	0	6.86368e-05	6.960749e-05	5362	3474	2644	4752	4776	5362	5362	3911	3077	4.49478313938757e-05	1081	2644	306
116519	0	6.938655e-05	6.972336e-05	6.622574e-05	6.628862e-05	6.222945e-05	0	6.86368e-05	0.0001101674	5362	3474	2643	4726	4653	5334	5362	3911	391	5.65548345214074e-05	673	391	306
7350	0	6.938655e-05	6.972335e-05	6.622541e-05	6.615405e-05	0	0	6.86368e-05	6.960749e-05	5362	3474	2644	4752	4776	5362	5362	3911	3077	4.49478313938757e-05	1081	2644	306
5105	0	6.938655e-05	6.972336e-05	7.2866732301906e-05	6.6289e-05	6.240241e-05	8.560587e-05	6.87398e-05	0.0001124897	5362	3474	2643	1903	4627	5222	1168	3789	372	6.73157785315197e-05	430	372	306
5168	0	6.938655e-05	8.09238392072489e-05	7.9800205380729e-05	6.6289e-05	6.240241e-05	8.560587e-05	0.000151081362123759	7.932779e-05	5362	3474	1655	1670	4627	5222	1168	194	1687	7.47260123132327e-05	139	194	306
7272	0	6.938655e-05	6.972335e-05	6.622541e-05	6.615405e-05	0	8.54798e-05	0.000106149972534136	8.449179e-05	5362	3474	2644	4752	4776	5362	1220	425	1245	6.04906254032343e-05	634	425	306
1163	0	6.938655e-05	6.972335e-05	6.622541e-05	6.615405e-05	0	0	6.86368e-05	8.770232e-05	5362	3474	2644	4752	4776	5362	5362	3911	772	4.69547241452809e-05	987	772	306
79094	0	6.938655e-05	6.972336e-05	6.622574e-05	6.6289e-05	6.240224e-05	8.552317e-05	0	6.958942e-05	5362	3474	2643	4726	4627	5235	1205	5362	3116	5.42350211602941e-05	775	1205	306
6790	0	6.938655e-05	6.972336e-05	6.622574e-05	6.628862e-05	6.222945e-05	0	0.000235079708164973	0.000118173	5362	3474	2643	4726	4653	5334	5362	72	338	7.5844727838768e-05	123	72	306
23130	0	6.936416e-05	0	0	0	6.225888e-05	8.552288e-05	0	0	5362	3476	5362	5362	5362	5325	1210	5362	5362	2.45197910308089e-05	1668	1210	306
11021	0	6.936416e-05	0	0	6.599208e-05	0	8.53971e-05	0	0	5362	3476	5362	5362	4863	5362	1226	5362	5362	2.45232701506114e-05	1667	1226	306
2805	0	6.938655e-05	6.972336e-05	6.622574e-05	6.6289e-05	6.240241e-05	8.560587e-05	6.87398e-05	0.0001009996	5362	3474	2643	4726	4627	5222	1168	3789	498	6.5328062539428e-05	447	498	306
64328	0	6.938655e-05	6.972336e-05	6.622574e-05	6.628862e-05	6.222945e-05	0	0	0	5362	3474	2643	4726	4653	5334	5362	5362	5362	3.67476856734567e-05	1353	2643	306
54765	0	6.938652e-05	6.962784e-05	0	6.612703e-05	6.240206e-05	8.560587e-05	6.87398e-05	6.960752e-05	5362	3475	2847	5362	4823	5239	1168	3789	3048	5.47045597088586e-05	752	1168	306
6626	0	6.938655e-05	6.972335e-05	6.622541e-05	6.615405e-05	0	8.54798e-05	6.873964e-05	6.960752e-05	5362	3474	2644	4752	4776	5362	1220	3817	3048	5.47037137042176e-05	753	1220	306
81537	0	6.936416e-05	0	6.596306e-05	0	0	0	6.861848e-05	0	5362	3476	5362	4867	5362	5362	5362	3913	5362	2.23450542451066e-05	1752	3476	306
9135	0	6.938655e-05	6.972336e-05	6.622574e-05	6.6289e-05	6.240241e-05	8.560587e-05	6.87398e-05	6.960752e-05	5362	3474	2643	4726	4627	5222	1168	3789	3048	6.18463753501297e-05	595	1168	306
5664	0	6.938655e-05	6.972336e-05	6.622574e-05	6.6289e-05	6.240241e-05	8.560587e-05	6.87398e-05	6.960752e-05	5362	3474	2643	4726	4627	5222	1168	3789	3048	6.18463753501297e-05	595	1168	306
5586	0	6.938655e-05	6.972335e-05	6.622541e-05	6.615405e-05	0	0	6.86368e-05	6.960749e-05	5362	3474	2644	4752	4776	5362	5362	3911	3077	4.49478313938757e-05	1081	2644	306
