SourceNode	TargetNode
7391	8165
7391	205
7391	57085
7391	109
7391	102
7391	95
7391	31
7391	26574
6777	5292
6777	896
6777	595
6776	5292
6776	896
6776	595
6774	7422
6774	7124
6774	8835
6774	5292
6774	4609
6774	3725
6774	896
6774	595
6774	6347
6773	9021
6773	8835
6772	8835
6772	5698
6772	5292
6772	4609
6772	3725
6772	6347
6722	57688
6722	84146
6722	7429
6722	7168
6722	6876
6722	10474
6722	25777
6722	8677
6722	5763
6722	100885850
6722	5478
6722	5355
6722	64857
6722	5209
6722	10611
6722	128506
6722	2063
6722	7026
6722	4862
6722	4780
6722	4643
6722	10398
6722	23787
6722	4170
6722	9261
6722	4026
6722	606724
6722	55614
6722	3757
6722	3726
6722	64207
6722	3176
6722	2870
6722	10912
6722	11259
6722	124402
6722	1960
6722	1959
6722	1958
6722	1847
6722	3491
6722	5476
6722	1490
6722	1072
6722	57124
6722	71
6722	60
4089	1030
4088	4609
6256	1374
6256	116519
6256	335
6256	51
5966	4792
5966	3383
5966	2920
5966	6347
5468	7350
5468	5105
5468	1593
5468	51129
5451	145389
5451	4609
5451	3714
5451	2796
5451	8521
5451	1647
5451	5168
5451	595
5451	8419
5080	2645
4800	124997
4800	10163
4800	27005
4800	29089
4800	7272
4800	283237
4800	55751
4800	199745
4800	56910
4800	4087
4800	23428
4800	6510
4800	51804
4800	22933
4800	10169
4800	152579
4800	5936
4800	55660
4800	5547
4800	5495
4800	84844
4800	79023
4800	4800
4800	4361
4800	7867
4800	9020
4800	9772
4800	3376
4800	3305
4800	221092
4800	8347
4800	23462
4800	10866
4800	84705
4800	2639
4800	83460
4800	9844
4800	22818
4800	1163
4800	11261
4800	79094
4800	1063
4800	8697
4800	899
4800	92922
4800	847
4800	835
4800	81617
4800	145645
4800	6790
4800	472
4800	23130
4800	4329
4800	60
4791	7185
4791	6653
4791	11021
4791	64332
4791	4793
4791	4791
4791	4049
4791	259307
4791	1385
4791	596
4782	6440
4782	2805
4782	1277
4609	84133
4609	57169
4609	51333
4609	84450
4609	162979
4609	7705
4609	92092
4609	7533
4609	10897
4609	4904
4609	64328
4609	7504
4609	7486
4609	9277
4609	7408
4609	55697
4609	8409
4609	10208
4609	9960
4609	81622
4609	29128
4609	7352
4609	127733
4609	9898
4609	1890
4609	7295
4609	27175
4609	7277
4609	7249
4609	54822
4609	51605
4609	9319
4609	54765
4609	22878
4609	7174
4609	9804
4609	30000
4609	943
4609	10329
4609	1678
4609	96764
4609	9392
4609	10312
4609	10915
4609	6907
4609	29110
4609	9797
4609	10629
4609	6878
4609	55638
4609	6838
4609	6829
4609	10147
4609	8677
4609	2040
4609	3925
4609	6789
4609	6774
4609	6480
4609	6741
4609	6432
4609	6734
4609	6715
4609	283377
4609	6647
4609	6626
4609	26793
4609	9126
4609	4087
4609	6542
4609	25800
4609	23516
4609	5250
4609	6470
4609	81537
4609	5270
4609	10169
4609	80031
4609	9252
4609	6234
4609	6233
4609	6206
4609	6161
4609	6143
4609	391
4609	6004
4609	5993
4609	283248
4609	1104
4609	5936
4609	29890
4609	5902
4609	5901
4609	8438
4609	9135
4609	5866
4609	81890
4609	5836
4609	65263
4609	5831
4609	11137
4609	10728
4609	9791
4609	5725
4609	5704
4609	5682
4609	5664
4609	5635
4609	5612
4609	27166
4609	5494
4609	5481
4609	11232
4609	54107
4609	57645
4609	5395
4609	8985
4609	81579
4609	5586
4609	29085
4609	5217
4609	5210
4609	10471
4609	5138
4609	55795
4609	51585
4609	5036
4609	55644
4609	220323
4609	29107
4609	4927
4609	23636
4609	4914
4609	84284
4609	10360
4609	10528
4609	10392
4609	4830
4609	57486
4609	378884
4609	4792
4609	4784
4609	9603
4609	284086
4609	91942
4609	55226
4609	4673
4609	80155
4609	10608
4609	4522
4609	55167
4609	64976
4609	4357
4609	10200
4609	4289
4609	51320
4609	56339
4609	4233
4609	56257
4609	4221
4609	64087
4609	4154
4609	153364
4609	4141
4609	10982
4609	22919
4609	4217
4609	4122
4609	4074
4609	645212
4609	284023
4609	84894
4609	10609
4609	51176
4609	3939
4609	3916
4609	8270
4609	9903
4609	687
4609	23277
4609	3795
4609	10657
4609	56479
4609	23415
4609	3757
4609	284058
4609	3720
4609	3688
4609	3669
4609	3642
4609	54617
4609	3621
4609	3601
4609	10642
4609	10437
4609	3398
4609	94086
4609	3312
4609	11077
4609	3291
4609	10247
4609	11234
4609	3239
4609	3202
4609	3189
4609	3181
4609	664709
4609	6927
4609	3161
4609	3151
4609	3091
4609	26959
4609	3015
4609	2950
4609	2876
4609	2799
4609	2794
4609	28964
4609	2622
4609	92579
4609	8324
4609	2356
4609	2314
4609	24147
4609	114907
4609	10922
4609	2194
4609	80256
4609	64855
4609	64773
4609	51104
4609	3995
4609	2114
4609	2101
4609	2098
4609	1161
4609	7957
4609	2035
4609	58478
4609	2027
4609	2023
4609	56648
4609	1977
4609	27335
4609	8667
4609	8665
4609	1968
4609	10919
4609	9343
4609	10589
4609	8818
4609	8813
4609	1788
4609	22826
4609	55172
4609	9988
4609	1736
4609	11325
4609	1654
4609	1653
4609	1649
4609	1642
4609	1633
4609	1622
4609	26528
4609	51596
4609	1075
4609	1479
4609	8531
4609	29894
4609	80315
4609	118881
4609	1181
4609	10370
4609	1128
4609	1107
4609	10428
4609	79019
4609	1951
4609	10153
4609	1050
4609	51265
4609	8851
4609	8881
4609	976
4609	10849
4609	8763
4609	8030
4609	151903
4609	57332
4609	11335
4609	875
4609	841
4609	51531
4609	721
4609	92667
4609	148523
4609	127687
4609	284325
4609	144577
4609	83638
4609	9256
4609	55299
4609	23246
4609	552900
4609	665
4609	664
4609	652
4609	648
4609	8553
4609	57673
4609	596
4609	586
4609	8704
4609	551
4609	25814
4609	533
4609	27109
4609	9474
4609	22863
4609	55729
4609	22926
4609	445
4609	253982
4609	411
4609	409
4609	10564
4609	378
4609	375
4609	9716
4609	328
4609	26985
4609	8905
4609	124930
4609	262
4609	226
4609	11215
4609	197
4609	116988
4609	132
4609	71
4609	31
4609	10257
4602	9659
4149	124626
4149	84133
4149	223082
4149	57169
4149	51333
4149	64763
4149	84450
4149	162979
4149	54877
4149	92092
4149	54915
4149	78992
4149	4904
4149	64328
4149	9559
4149	64601
4149	7417
4149	55697
4149	84669
4149	9960
4149	8615
4149	81622
4149	29128
4149	127733
4149	10277
4149	9898
4149	7317
4149	81567
4149	55000
4149	7277
4149	158135
4149	26995
4149	54822
4149	51605
4149	5987
4149	7706
4149	10221
4149	22878
4149	8717
4149	94241
4149	30000
4149	66000
4149	1678
4149	54881
4149	10915
4149	6907
4149	9755
4149	29110
4149	79735
4149	9797
4149	10629
4149	55638
4149	10147
4149	6813
4149	55240
4149	6774
4149	10734
4149	338069
4149	6480
4149	6723
4149	283377
4149	79029
4149	8835
4149	6643
4149	26793
4149	10285
4149	9126
4149	4092
4149	4088
4149	4087
4149	6542
4149	6522
4149	8501
4149	64116
4149	84255
4149	55032
4149	1318
4149	51629
4149	6493
4149	10169
4149	55829
4149	10802
4149	6309
4149	6234
4149	6206
4149	6146
4149	8731
4149	79596
4149	54941
4149	5991
4149	5959
4149	283248
4149	29890
4149	5930
4149	5916
4149	5902
4149	5901
4149	5866
4149	53917
4149	81890
4149	169714
4149	5836
4149	65263
4149	5792
4149	5728
4149	5725
4149	10197
4149	27166
4149	79660
4149	5494
4149	5478
4149	79717
4149	10622
4149	57645
4149	5355
4149	8985
4149	81579
4149	79837
4149	29085
4149	80012
4149	5202
4149	57546
4149	5164
4149	55795
4149	5091
4149	55644
4149	220323
4149	9972
4149	4914
4149	84284
4149	4893
4149	27020
4149	10360
4149	10528
4149	8996
4149	4831
4149	57486
4149	4817
4149	4809
4149	378884
4149	4784
4149	284086
4149	4719
4149	91942
4149	4691
4149	80155
4149	10608
4149	25902
4149	10943
4149	55167
4149	4357
4149	6945
4149	4289
4149	51320
4149	56339
4149	4233
4149	56257
4149	4221
4149	9656
4149	90411
4149	54799
4149	153364
4149	4144
4149	22919
4149	5595
4149	4294
4149	55646
4149	83450
4149	78999
4149	254531
4149	645212
4149	338799
4149	284023
4149	100873955
4149	4000
4149	84894
4149	10609
4149	51176
4149	3916
4149	283212
4149	54813
4149	9903
4149	23588
4149	687
4149	9314
4149	55083
4149	85457
4149	80856
4149	23277
4149	8570
4149	10657
4149	7403
4149	55818
4149	56479
4149	3757
4149	8514
4149	23254
4149	10524
4149	284058
4149	25959
4149	339123
4149	152789
4149	51015
4149	9670
4149	9807
4149	54617
4149	10994
4149	3609
4149	3601
4149	3482
4149	10642
4149	10437
4149	3398
4149	3336
4149	3329
4149	11234
4149	84842
4149	3202
4149	9987
4149	3189
4149	664709
4149	3178
4149	3151
4149	3091
4149	8841
4149	26959
4149	149699
4149	2965
4149	2957
4149	2876
4149	29899
4149	2799
4149	2783
4149	29925
4149	84656
4149	28964
4149	54438
4149	2729
4149	92579
4149	96459
4149	22862
4149	201163
4149	24147
4149	2237
4149	114907
4149	25827
4149	10922
4149	286077
4149	80256
4149	56204
4149	51236
4149	130074
4149	64855
4149	64773
4149	51104
4149	81889
4149	2170
4149	2118
4149	2101
4149	1161
4149	2035
4149	58478
4149	2027
4149	2019
4149	146956
4149	7458
4149	8667
4149	8665
4149	10919
4149	1959
4149	9343
4149	79631
4149	1856
4149	1843
4149	10589
4149	1788
4149	22826
4149	55172
4149	54567
4149	56616
4149	60625
4149	91319
4149	91614
4149	11325
4149	1654
4149	11269
4149	80344
4149	26528
4149	51596
4149	80315
4149	118881
4149	10695
4149	4850
4149	1201
4149	1163
4149	10370
4149	1128
4149	1107
4149	153241
4149	79019
4149	1031
4149	51265
4149	1019
4149	10849
4149	10574
4149	8030
4149	151903
4149	57332
4149	23468
4149	11335
4149	821
4149	84254
4149	790
4149	138241
4149	51531
4149	90871
4149	285636
4149	10826
4149	55286
4149	92667
4149	51526
4149	148523
4149	25912
4149	127687
4149	284325
4149	90580
4149	84798
4149	148223
4149	79650
4149	84529
4149	144577
4149	83638
4149	746
4149	9256
4149	9184
4149	55299
4149	2186
4149	23246
4149	552900
4149	665
4149	648
4149	8553
4149	57673
4149	283149
4149	593
4149	586
4149	55509
4149	9530
4149	8704
4149	550
4149	127002
4149	93974
4149	8992
4149	9114
4149	533
4149	483
4149	9474
4149	64422
4149	22863
4149	55729
4149	468
4149	445
4149	253982
4149	91947
4149	10092
4149	8289
4149	10564
4149	55911
4149	26985
4149	8905
4149	309
4149	124930
4149	262
4149	226
4149	4329
4149	11215
4149	8165
4149	116988
4149	132
4149	109
4149	31
4149	58527
51176	4609
51176	4316
51176	4286
51176	595
3725	63925
3725	51222
3725	124997
3725	7422
3725	7316
3725	10383
3725	122664
3725	7980
3725	343521
3725	79735
3725	83931
3725	6777
3725	90627
3725	6700
3725	6623
3725	6595
3725	145389
3725	30011
3725	29950
3725	5054
3725	5874
3725	126789
3725	5801
3725	5706
3725	5621
3725	23645
3725	23207
3725	5339
3725	5159
3725	9659
3725	5020
3725	8021
3725	4803
3725	4799
3725	65009
3725	4601
3725	4316
3725	4314
3725	4313
3725	4199
3725	4000
3725	26468
3725	3939
3725	9903
3725	23247
3725	55818
3725	3782
3725	3678
3725	22806
3725	3326
3725	3074
3725	9931
3725	26959
3725	2950
3725	3995
3725	2152
3725	2113
3725	1856
3725	10589
3725	780
3725	1495
3725	9586
3725	1366
3725	1153
3725	4261
3725	23152
3725	22856
3725	8555
3725	595
3725	283149
3725	488
3725	84164
3172	51222
3172	84225
3172	25789
3172	6794
3172	6462
3172	80742
3172	5364
3172	55200
3172	64857
3172	399909
3172	5105
3172	342979
3172	10062
3172	55167
3172	4245
3172	8514
3172	2159
3172	7464
3172	1192
3172	64225
3172	171023
3172	5244
6927	3172
3091	7422
3091	7043
3091	6513
2623	51222
2623	7036
2623	6536
2623	4846
2623	8925
2623	54584
2623	1396
2623	79680
2353	7791
2353	7538
2353	7316
2353	219743
2353	10221
2353	7186
2353	343521
2353	54843
2353	83931
2353	8987
2353	6777
2353	6595
2353	55974
2353	6520
2353	6510
2353	29950
2353	23221
2353	5914
2353	5706
2353	23207
2353	5339
2353	9659
2353	5031
2353	9891
2353	65009
2353	4318
2353	4314
2353	4313
2353	57591
2353	79157
2353	9656
2353	4154
2353	55700
2353	4000
2353	9903
2353	55818
2353	3326
2353	3113
2353	9931
2353	26959
2353	2950
2353	161142
2353	348487
2353	124402
2353	2152
2353	1977
2353	1837
2353	64651
2353	1294
2353	1191
2353	1192
2353	1153
2353	23152
2353	595
2353	83446
2353	824
2353	91748
2353	607
2353	571
2353	481
2353	147
2113	7422
2113	4318
2113	4313
2099	8835
2099	10912
2034	7422
2005	2353
1958	7791
1958	57688
1958	9726
1958	83637
1958	57623
1958	51341
1958	7504
1958	10713
1958	29761
1958	7343
1958	5412
1958	203068
1958	148014
1958	7204
1958	55223
1958	8717
1958	6434
1958	116238
1958	79228
1958	11022
1958	8835
1958	81609
1958	29916
1958	54221
1958	26778
1958	10322
1958	23315
1958	84255
1958	23411
1958	6474
1958	23231
1958	60592
1958	51773
1958	54665
1958	51093
1958	25897
1958	10535
1958	5966
1958	92840
1958	5931
1958	5916
1958	22827
1958	7803
1958	5763
1958	9991
1958	5664
1958	80742
1958	253143
1958	84279
1958	5525
1958	5447
1958	64857
1958	5339
1958	5295
1958	283871
1958	5194
1958	5170
1958	9260
1958	5155
1958	124222
1958	11044
1958	11252
1958	26986
1958	4905
1958	2908
1958	51701
1958	4802
1958	56901
1958	26151
1958	4664
1958	25924
1958	4649
1958	22880
1958	4289
1958	153364
1958	9782
1958	23764
1958	11313
1958	115353
1958	100128788
1958	51176
1958	84458
1958	3927
1958	51315
1958	10765
1958	56479
1958	27345
1958	284058
1958	3727
1958	3720
1958	54617
1958	3622
1958	3615
1958	3614
1958	3560
1958	3312
1958	9987
1958	221092
1958	3192
1958	3182
1958	10949
1958	3054
1958	2931
1958	2870
1958	63940
1958	26205
1958	28964
1958	2672
1958	79571
1958	2632
1958	4616
1958	8928
1958	2286
1958	2261
1958	286077
1958	653820
1958	64762
1958	54855
1958	9917
1958	11124
1958	26523
1958	1958
1958	8655
1958	25778
1958	10589
1958	1789
1958	9988
1958	11083
1958	163259
1958	55861
1958	51523
1958	1499
1958	58190
1958	23603
1958	4848
1958	26504
1958	1213
1958	1153
1958	23152
1958	1031
1958	1025
1958	1020
1958	930
1958	64925
1958	11335
1958	84733
1958	847
1958	8912
1958	138199
1958	57827
1958	90355
1958	148223
1958	201229
1958	283870
1958	256329
1958	91408
1958	659
1958	8553
1958	9274
1958	8704
1958	11273
1958	528
1958	522
1958	513
1958	488
1958	55252
1958	408
1958	10093
1958	377
1958	334
1958	56172
1958	10768
1958	116988
1958	11047
1958	71
1958	116983
1958	20
1870	49856
1870	55706
1870	6299
1870	5888
1870	90634
1870	3486
1870	3015
1870	11258
1385	5423
1385	8013
1385	4929
1385	2908
1385	4162
1385	3939
1385	359
1050	7077
1050	6288
1050	3569
1050	1373
1386	4929
1386	1386
466	6774
466	3939
466	1314
7546	84133
7546	23060
7546	7743
7546	7477
7546	57418
7546	11338
7546	7442
7546	51592
7546	55809
7546	7164
7546	79228
7546	57465
7546	6881
7546	8867
7546	202051
7546	154091
7546	6506
7546	6494
7546	862
7546	22902
7546	54665
7546	25807
7546	5966
7546	5930
7546	5916
7546	5754
7546	5695
7546	6992
7546	8495
7546	5326
7546	8502
7546	55650
7546	23187
7546	5257
7546	56034
7546	143503
7546	161753
7546	7026
7546	9520
7546	4780
7546	4753
7546	56901
7546	89795
7546	4615
7546	4593
7546	10903
7546	26002
7546	10933
7546	4327
7546	58526
7546	55777
7546	4134
7546	654429
7546	116844
7546	338799
7546	100240735
7546	64788
7546	26468
7546	64175
7546	51088
7546	7403
7546	51528
7546	182
7546	3638
7546	283899
7546	51147
7546	3336
7546	3316
7546	3263
7546	2931
7546	2794
7546	2768
7546	2675
7546	9908
7546	55640
7546	55294
7546	84961
7546	60493
7546	51236
7546	54462
7546	2125
7546	2104
7546	2029
7546	6990
7546	63948
7546	27122
7546	22907
7546	9249
7546	1654
7546	9416
7546	11258
7546	9802
7546	747
7546	1436
7546	1286
7546	1191
7546	152302
7546	629
7546	1070
7546	8535
7546	59283
7546	57685
7546	23632
7546	127687
7546	389941
7546	9184
7546	8927
7546	54014
7546	627
7546	55024
7546	79369
7546	27032
7546	493
7546	221079
7546	50650
7546	128272
7546	375790
7546	9510
7546	20
7546	14
7709	1030
7528	26009
7528	65982
7528	146540
7528	285971
7528	55657
7528	115509
7528	148213
7528	79759
7528	284370
7528	80110
7528	51385
7528	84765
7528	126231
7528	93134
7528	84527
7528	9849
7528	340385
7528	25946
7528	79673
7528	7580
7528	57567
7528	24149
7528	54816
7528	7571
7528	7769
7528	7768
7528	51222
7528	7756
7528	7743
7528	7564
7528	7705
7528	7690
7528	23613
7528	84217
7528	9204
7528	55954
7528	23660
7528	7546
7528	7542
7528	7539
7528	7538
7528	57623
7528	7763
7528	9839
7528	220930
7528	55625
7528	84885
7528	84240
7528	23211
7528	55854
7528	27107
7528	55249
7528	7528
7528	7533
7528	7532
7528	7531
7528	253943
7528	91746
7528	78992
7528	7525
7528	150223
7528	64132
7528	54739
7528	84942
7528	84058
7528	348793
7528	22884
7528	80232
7528	11169
7528	114049
7528	81554
7528	51729
7528	8976
7528	6293
7528	137492
7528	51160
7528	79001
7528	55591
7528	7716
7528	9218
7528	55697
7528	57050
7528	54532
7528	55031
7528	84640
7528	57695
7528	57558
7528	29761
7528	23326
7528	7388
7528	29796
7528	57578
7528	54963
7528	7343
7528	5412
7528	7337
7528	55585
7528	118424
7528	51465
7528	7321
7528	9898
7528	55833
7528	55253
7528	10907
7528	200081
7528	7283
7528	51174
7528	10383
7528	84790
7528	7846
7528	57348
7528	54902
7528	158427
7528	55720
7528	388951
7528	7259
7528	7105
7528	10099
7528	26262
7528	8848
7528	7248
7528	26995
7528	55687
7528	55006
7528	27037
7528	201292
7528	90933
7528	5987
7528	81559
7528	55809
7528	6399
7528	51112
7528	7178
7528	51002
7528	1200
7528	7168
7528	286016
7528	7158
7528	9878
7528	27348
7528	9868
7528	84134
7528	9804
7528	10766
7528	7114
7528	255043
7528	283232
7528	84283
7528	51669
7528	55706
7528	440026
7528	221468
7528	29100
7528	130733
7528	84286
7528	64418
7528	153396
7528	11018
7528	51643
7528	80213
7528	7091
7528	7084
7528	26521
7528	199745
7528	152815
7528	51078
7528	51497
7528	6996
7528	343521
7528	6950
7528	6923
7528	6908
7528	10607
7528	125058
7528	202018
7528	57551
7528	6883
7528	6872
7528	10460
7528	257397
7528	84447
7528	9066
7528	51111
7528	6832
7528	6830
7528	11198
7528	29888
7528	29966
7528	30968
7528	2040
7528	83931
7528	27148
7528	6788
7528	8614
7528	6777
7528	56910
7528	57559
7528	6747
7528	8636
7528	170463
7528	6742
7528	6741
7528	6428
7528	6427
7528	6726
7528	5552
7528	140890
7528	6715
7528	80725
7528	10847
7528	6713
7528	10253
7528	56928
7528	339745
7528	152185
7528	220082
7528	28972
7528	653423
7528	50964
7528	10174
7528	9021
7528	27131
7528	9784
7528	29887
7528	6636
7528	6631
7528	6628
7528	116937
7528	26815
7528	595099
7528	285958
7528	128439
7528	6618
7528	55627
7528	23381
7528	57223
7528	8243
7528	6597
7528	4091
7528	28231
7528	6536
7528	23446
7528	6520
7528	81539
7528	159371
7528	80255
7528	55508
7528	1318
7528	10463
7528	7779
7528	154091
7528	66035
7528	3177
7528	283130
7528	5250
7528	60386
7528	8034
7528	6510
7528	201232
7528	8170
7528	6560
7528	147912
7528	51092
7528	257218
7528	6469
7528	26751
7528	153769
7528	152503
7528	10044
7528	8910
7528	10946
7528	8175
7528	84193
7528	29072
7528	10955
7528	57515
7528	84947
7528	10801
7528	5414
7528	51091
7528	22929
7528	55829
7528	23480
7528	9919
7528	6397
7528	6382
7528	55681
7528	9805
7528	388325
7528	152579
7528	51282
7528	9522
7528	112483
7528	9733
7528	89958
7528	401251
7528	57167
7528	8698
7528	6253
7528	51773
7528	54665
7528	23076
7528	6240
7528	388524
7528	6199
7528	6197
7528	6210
7528	6209
7528	6208
7528	6204
7528	388394
7528	23248
7528	55197
7528	10556
7528	6184
7528	6130
7528	6128
7528	6124
7528	6170
7528	6164
7528	6161
7528	6122
7528	6154
7528	6142
7528	6139
7528	6138
7528	9045
7528	6135
7528	6095
7528	26824
7528	9616
7528	286140
7528	6048
7528	6047
7528	64320
7528	153830
7528	11236
7528	84153
7528	80010
7528	6016
7528	8780
7528	83732
7528	55183
7528	60626
7528	388
7528	57414
7528	5863
7528	93587
7528	64864
7528	91869
7528	9400
7528	9401
7528	55758
7528	494115
7528	27316
7528	10179
7528	9584
7528	10432
7528	389677
7528	10137
7528	8241
7528	5933
7528	83593
7528	10235
7528	5923
7528	5914
7528	51195
7528	29098
7528	8498
7528	22913
7528	5900
7528	5894
7528	5887
7528	5879
7528	9135
7528	5878
7528	53916
7528	83871
7528	5862
7528	5861
7528	51552
7528	26056
7528	65263
7528	29920
7528	5827
7528	54899
7528	83480
7528	150962
7528	9698
7528	5790
7528	5786
7528	5777
7528	401494
7528	138639
7528	5763
7528	5728
7528	81490
7528	5725
7528	5719
7528	5694
7528	5693
7528	5682
7528	5652
7528	133619
7528	78994
7528	5636
7528	55660
7528	55015
7528	112464
7528	5565
7528	9581
7528	5525
7528	5521
7528	26472
7528	5501
7528	51400
7528	51645
7528	5481
7528	5450
7528	25913
7528	10775
7528	5446
7528	27434
7528	54107
7528	5426
7528	56983
7528	55629
7528	8228
7528	25957
7528	10154
7528	23654
7528	8985
7528	123
7528	64857
7528	5335
7528	8398
7528	5316
7528	5315
7528	9600
7528	8396
7528	94005
7528	63895
7528	10401
7528	84844
7528	57649
7528	80012
7528	161779
7528	267004
7528	5216
7528	10471
7528	5193
7528	5189
7528	64065
7528	5178
7528	553115
7528	55825
7528	8566
7528	8050
7528	64146
7528	5147
7528	9659
7528	5110
7528	7703
7528	51585
7528	57060
7528	23598
7528	23178
7528	83666
7528	10038
7528	142
7528	64895
7528	53354
7528	5033
7528	5018
7528	51633
7528	29095
7528	119774
7528	80207
7528	55239
7528	54940
7528	4946
7528	51203
7528	4927
7528	348995
7528	129401
7528	8021
7528	23165
7528	23511
7528	55746
7528	64710
7528	4908
7528	64943
7528	286053
7528	7182
7528	10062
7528	8431
7528	1728
7528	27020
7528	10641
7528	10577
7528	124056
7528	344022
7528	4854
7528	51602
7528	51406
7528	8996
7528	4837
7528	4826
7528	4832
7528	4831
7528	28511
7528	28512
7528	4817
7528	4809
7528	378884
7528	4801
7528	4792
7528	4780
7528	4779
7528	4771
7528	4738
7528	4720
7528	51079
7528	80762
