Genes	GSM2367621	GSM2367622	GSM2367623	GSM2367624	GSM2367625	GSM2367554	GSM2367555	GSM2367556	GSM2367557	GSM2367558	GSM2367559	GSM2367560	GSM2367561	GSM2367562	GSM2367563	GSM2367564	GSM2367565	GSM2367566
6368	6.8358874	7.6105638	7.1364956	7.4928236	7.607761	9.35247	8.344626	8.797688	7.4899483	8.742966	8.747345	8.209125	9.514699	9.000208	9.206545	8.598101	9.288168	8.781449
6370	6.2122636	6.69474	6.4183784	6.227417	6.7343163	6.005874	5.8230968	5.8034296	5.9213157	5.8726797	5.9676	5.9146447	6.1362495	5.7569165	5.8994856	5.8196187	5.937134	5.9403825
6372	6.2509594	7.98	6.887635	7.933001	6.0975537	6.094408	6.0688524	6.6162057	10.209	6.6571927	7.022342	7.8353105	7.836524	7.8423433	8.061449	6.361823	8.027456	6.186145
6373	7.2958946	6.1561346	5.972031	6.2569523	6.202121	6.098143	6.258933	6.2375994	6.177288	6.189989	6.480386	6.107096	6.273971	6.0577626	6.26461	6.1082344	6.383051	6.101845
6382	12.782326	10.934811	12.22489	11.940116	12.400581	11.809034	12.016303	11.421409	10.88245	11.367148	11.815379	11.846308	11.479384	11.266344	11.1711855	11.899525	11.457145	11.897358
6387	6.9554453	9.916189	8.496162	7.9249673	8.372688	10.4168415	9.72343	10.1463585	10.859312	9.226682	10.243426	9.843768	9.823096	9.739636	10.254725	9.562414	9.949149	9.235448
63874	7.390018	7.106238	7.0904913	6.9721384	6.835359	6.3303456	6.249001	6.534147	6.6652927	6.45125	6.1158237	6.2580495	6.4212976	6.38976	6.42914	6.2492857	6.416087	6.587177
6388	9.34898	9.29273	9.380066	9.324538	9.310815	9.635129	9.622933	9.579106	9.526402	9.490029	9.450129	9.034583	9.40758	9.40609	9.234543	9.664089	9.211225	9.37253
6389	10.847704	10.961282	11.066196	11.060832	10.787312	10.775876	10.815777	11.0623045	10.340916	10.764934	10.863168	10.804655	10.786062	10.924775	10.834976	10.874463	10.629734	11.168429
63891	8.434202	8.240989	8.459964	8.595656	8.86385	7.7360435	8.372309	8.206518	7.4791055	7.792442	8.183101	8.406384	7.664893	8.098272	7.751623	7.955015	7.549597	8.210072
63893	7.0967727	6.948809	7.1362677	7.206995	7.2591968	6.9445314	6.9233675	6.96087	6.902149	6.706388	6.990328	6.9814386	7.0061197	7.298726	6.995978	6.6158347	6.74787	6.6112404
63894	7.695586	7.6460724	7.5162773	7.389079	7.746296	7.4498963	7.177263	7.170401	6.8092856	7.313547	7.1295004	7.1472106	7.36699	7.140506	7.2437725	7.2934465	7.5279937	7.563933
63895	7.711229	7.7918925	7.5901337	7.6421084	8.37079	7.4295883	7.6314945	7.6686378	7.942624	7.3807235	7.9192057	8.214071	7.637094	7.8753514	7.6320004	7.7419057	8.272125	7.7029996
63897	7.1677446	6.6175065	6.727623	6.733819	7.093225	6.9040594	6.5657725	6.6113796	7.0425134	6.4669137	6.8843207	6.853228	6.852695	6.5222316	6.98833	6.577661	6.9390755	6.733819
639	7.1996255	7.941423	7.556561	7.221327	7.232232	7.7257195	7.6700735	7.510394	8.824606	8.551979	7.8217077	7.1502876	7.7449274	7.5388384	8.007299	7.826914	8.378199	7.693738
6390	11.917068	11.699488	12.073794	11.972821	11.842459	11.923337	11.976993	12.003355	11.367148	11.915234	12.092521	11.821527	12.398339	11.874194	12.033544	12.053721	11.891587	12.0802
63905	10.274748	9.546035	8.993035	9.7163725	9.961257	9.165954	9.323393	9.178987	9.874803	9.614062	9.127017	9.367687	9.73252	9.135011	8.748107	9.40609	9.719235	9.750558
63908	8.027456	8.213418	8.184691	8.093921	8.654837	8.159077	8.2276125	7.9782248	8.038753	7.8759065	8.120781	7.7085443	8.293253	8.315049	8.23397	7.514781	8.498402	8.016955
6391	9.926458	9.961902	10.339169	10.332574	9.772954	9.839134	10.382291	10.145597	9.313356	9.950509	10.09004	10.216615	10.0180435	9.87269	10.109887	10.23938	9.766575	10.255569
63910	9.162073	8.717588	8.622877	9.022086	9.785648	8.000231	8.567221	8.483004	7.447433	8.37889	8.181165	8.278712	8.395553	8.829865	8.422891	8.547324	7.6119165	8.780348
63916	6.2422533	6.500666	6.516546	6.551924	6.742765	6.069302	5.9898715	6.2474194	6.272986	6.2784863	6.273716	6.1779656	5.942083	6.439831	6.0733185	5.882692	6.2986326	6.152197
63917	9.408633	8.607432	8.759209	8.893882	9.218585	8.51899	8.666624	8.532581	8.572936	8.451976	8.415739	8.634524	8.851297	8.477973	8.350589	8.670951	9.065022	8.628074
6392	10.284504	9.778606	10.204024	10.098029	9.61749	10.197182	9.795514	10.0559025	9.252368	9.767809	9.953273	9.953998	9.32502	9.47826	9.722341	9.975304	9.409681	9.566526
63922	6.693972	6.9379473	6.5848174	6.5234027	7.139035	6.070034	6.338502	6.231943	6.425053	6.5590577	6.129256	6.1824584	6.5132933	6.3576107	5.7806005	6.429961	6.635121	6.5313005
63925	5.9438667	6.17268	6.1918025	6.481319	6.1175566	6.0384736	6.264315	6.0997157	6.2119083	5.875691	6.0846143	5.8439035	6.048647	6.243226	5.664585	5.8851485	6.1931553	6.15538
63929	6.2066164	6.09749	6.2434573	5.9897404	6.0554495	6.2273345	6.242564	6.3237653	6.1193604	6.2644143	6.1765823	5.95091	6.1334105	6.1555767	6.0566998	6.4105487	5.973901	6.3935256
63939	6.374906	7.2985044	6.7813096	6.598259	6.490244	7.728199	7.046866	7.297814	7.4138823	7.5172405	7.4456515	7.595861	7.139204	7.2056828	6.9232006	7.2365217	7.754413	7.2519655
63940	6.354954	7.06872	6.679988	6.727306	6.738149	7.225315	7.1298614	6.9840736	6.9387417	6.956134	7.0778093	6.924454	7.246679	6.7103124	7.045	6.5306106	7.763702	6.998355
63941	7.639518	6.8635063	7.183775	7.408834	7.7432823	6.9610677	6.6163297	6.697197	6.3697133	6.856373	6.4447994	7.004307	6.4798946	6.4109845	6.2686915	6.7488027	6.137011	7.028989
63943	6.1960526	6.133665	6.1885085	6.33708	6.0831213	6.0135903	6.0586457	6.114281	6.1175566	6.227685	6.0500093	6.1402287	6.287751	6.137418	5.933546	6.0506034	6.0212107	6.0404687
63948	5.7486563	6.050024	5.7923417	5.9749336	5.9605107	6.051932	6.075822	6.103915	6.1120143	5.9898853	6.1634817	6.1499662	6.023011	6.2505875	6.001654	5.9766574	6.0876975	6.0779605
63950	5.717914	5.992715	5.9261513	5.9759927	5.792878	5.62969	5.7558627	5.9469395	5.919707	5.806272	5.8548217	5.745724	5.8548923	5.9574304	5.95923	5.8176622	5.9019413	5.7800913
63951	6.7981954	6.567372	6.9042416	7.099787	7.1287203	7.3477263	6.8198295	7.0909157	6.2015142	6.540741	6.367471	6.9131413	6.642317	6.1416836	7.135675	7.642598	6.8740826	7.2200413
63967	6.767819	6.561159	6.6479115	6.6540446	6.703659	6.995593	7.1846485	6.8906426	6.5195665	6.9817944	6.8192163	7.417418	6.8579865	6.7455597	7.120486	7.220697	6.9889135	6.851536
6397	7.056527	7.638457	7.7077475	7.196438	6.8458543	7.637907	7.5944557	7.4408383	7.875639	7.455546	7.7365584	7.3040977	7.050904	7.535483	7.79275	7.202514	7.1432414	7.3902683
63971	6.0277247	6.1735873	6.331375	6.213412	6.1379833	6.399112	6.0423255	6.270821	6.3116655	6.30349	6.0930343	6.1669745	6.1105766	6.1717334	6.317011	6.1922054	6.2450438	6.1601086
63976	5.7961354	5.48989	5.7361054	5.765036	5.8021064	6.0268736	5.883569	5.8809524	5.829548	5.8708816	5.926494	5.728566	5.640547	5.939136	5.9426236	5.943736	5.915838	5.8207593
63979	6.9251924	6.61724	6.583432	6.7364945	6.6708894	6.840557	6.6694255	6.8332443	6.4561825	6.4628716	6.8901186	6.438292	6.779186	6.6324816	6.6277604	6.571976	6.7266846	6.9108014
6399	5.966614	6.0708275	6.015944	5.9642997	6.058975	5.998808	6.046984	6.051057	6.269995	6.093526	6.1507936	6.064274	6.2568116	6.5130687	6.0839763	5.9305663	6.0904884	6.0462866
640	6.8925986	6.161439	5.939423	5.989434	6.417446	6.6876793	5.980289	5.910584	6.377183	6.6821647	6.074844	5.873317	5.863738	5.8716416	6.0301547	6.208078	5.950171	5.9474993
6400	7.2797723	7.039151	7.355611	7.4791055	7.5654335	7.5447583	7.4511075	7.3641133	6.948616	7.420446	7.43005	7.3872113	7.417894	7.2384257	7.3789744	7.724	8.158817	7.200539
64005	6.527218	6.646146	6.3528433	6.244753	6.592191	6.5880284	6.315254	6.2112203	6.9567575	6.668452	6.630538	6.6189747	6.3801403	6.800672	6.57157	6.359065	7.2547975	6.334857
6401	6.591244	6.8951693	7.883178	6.359212	7.67791	6.945925	7.146294	7.1210546	7.897676	7.0673037	6.977627	6.4843254	7.2365217	6.951701	7.759397	7.5573406	6.969382	7.452839
6402	6.5061903	7.051338	6.666888	6.2727885	6.499804	7.23047	7.1346164	7.021903	6.6990576	6.9253554	7.2911863	7.130467	7.2135544	6.6060357	6.80629	7.151271	7.239312	7.072489
6403	5.973234	6.246787	6.444221	6.2234917	6.1820855	6.513831	6.198958	6.207242	6.472857	6.2696266	6.317129	5.942814	6.0916276	6.1010857	6.183283	5.994381	6.2343225	6.2224565
6404	6.0696554	5.9693623	6.053559	5.915813	5.773908	6.356792	6.5248995	6.267337	6.1530366	6.0516067	6.08077	6.254913	6.2021956	6.032534	6.371265	6.2598033	6.5109315	6.0855618
6405	6.617109	6.6373124	6.501643	6.2698355	6.3526263	6.197813	6.2426577	6.1913557	6.6237903	6.137446	6.2657366	5.8712626	6.306163	6.3529043	6.0882397	6.3051043	6.1558714	6.33708
64061	6.404195	6.3651495	5.944621	6.2895203	6.205316	6.3733983	6.5304995	6.507743	6.397402	6.2427793	6.5460124	6.2180123	6.501751	6.1728024	6.6362653	6.6035357	6.295871	6.4612985
64062	6.8523507	6.987021	6.830039	6.8830156	7.0366244	6.833773	6.3896713	6.73555	6.5710835	6.5152836	6.555434	6.44586	6.688177	6.36801	6.7315016	6.582629	6.595197	6.612181
64065	8.845201	8.110879	7.9742656	8.164396	7.300974	7.4833226	7.0967727	6.757022	7.11716	7.5997005	7.568508	7.3360085	7.175728	7.0377603	7.837175	6.9985633	7.089663	7.319666
64072	8.483004	7.6683626	6.785251	7.054313	8.116013	8.172988	7.8623195	8.790442	7.3310156	8.801031	7.3826537	8.947339	8.025082	8.740922	8.079953	9.135975	7.617088	9.157262
64077	9.128942	9.476102	9.445241	9.698394	10.0378895	10.689748	10.787312	10.685437	8.888455	10.2684	10.54271	10.217533	10.367786	10.449419	10.0378895	10.717281	9.85119	10.827626
64078	5.779836	5.937921	5.952835	5.807115	5.9455204	5.8730445	5.816576	5.963336	6.588161	6.2383327	5.9206433	5.9970665	5.9928	6.0910726	6.0186343	5.751611	6.1055202	5.8512235
64080	9.398897	9.032643	9.397234	9.417839	9.335663	9.119302	9.452349	9.359687	8.752882	9.261116	9.104896	8.857396	9.529657	9.191583	9.273596	9.24801	9.282628	9.487413
64081	9.008615	10.350004	9.694244	8.824196	9.423597	10.050403	10.72353	10.861715	8.750924	9.969518	10.299416	9.747493	9.610032	9.866802	9.890087	10.863168	9.129816	10.451391
64087	7.4698586	7.6254535	7.7710404	7.882304	7.553525	7.802494	7.7357616	7.87368	6.775668	7.3959985	7.7987385	7.2521753	7.1527433	7.575139	7.7080173	7.6221604	6.8228188	8.240678
64092	6.483977	7.653355	7.0790076	7.1523066	6.7486596	7.662287	7.641137	7.8022237	8.873207	7.2989893	8.350589	7.637373	8.015714	7.1504803	8.065862	7.9033866	8.19207	7.0494685
64093	5.8651557	6.234948	5.8423886	6.385488	6.7392683	6.0986404	6.165809	6.136432	6.119824	6.301013	6.169122	6.1582932	6.492589	6.6836295	6.2451296	6.808498	6.052259	6.484105
64097	6.177442	6.336772	6.155703	6.367914	6.1257358	6.519459	6.642317	6.4986887	6.3625584	6.4496017	6.3184757	6.035821	6.4021935	6.6001763	6.6744394	6.634418	6.306454	6.4559746
641	6.474725	6.316304	6.480484	6.1784635	6.2028985	6.1048717	5.9733157	6.1014524	6.2202725	6.3612165	6.179115	5.8863773	5.9947076	6.201742	6.132165	5.9575677	6.3763647	6.1097994
64105	6.1828866	6.541984	6.216145	5.9124584	6.053933	6.004502	6.1275287	6.0428066	6.214463	6.3339686	6.028446	6.0670958	6.275832	6.0391326	5.9086676	5.9641423	6.5606947	5.801733
64108	6.828863	7.5858335	7.528221	7.3221745	7.5450196	7.22982	6.5308437	6.5410933	6.7100215	6.9405236	7.0318403	6.6957726	7.0722423	6.8158755	6.805996	6.9383206	7.417641	6.819503
64110	6.218333	6.432981	5.9566727	6.540354	6.2511125	6.459337	6.887981	6.185515	6.423483	6.355551	6.562116	6.86639	6.3859015	6.3328056	6.3205557	6.659347	6.569183	6.257293
64115	6.600294	6.874584	6.69021	6.753292	6.7209754	7.3831754	6.9874086	6.9088197	7.8356614	7.6657095	7.2224135	7.3018875	7.1476035	7.22982	7.0601926	6.619674	7.540168	6.99274
64116	8.888857	7.860694	8.182167	8.218705	8.095525	8.453674	8.352584	8.286424	7.519764	8.119799	8.427129	8.091375	8.0521965	8.070845	8.109601	8.601124	7.825179	8.203573
64121	8.045097	7.819342	7.8384714	8.010648	7.8202806	7.617579	7.775255	8.086035	8.059424	7.587578	8.061124	7.9303684	8.023802	8.005188	7.8759065	7.3434687	7.653896	7.8742323
64129	6.148738	6.4157515	5.954715	6.0657296	6.3256364	6.428257	6.7813096	6.1388087	6.482586	6.170647	6.5385666	6.0887184	6.0391	6.4119954	6.1217685	5.8560405	6.183114	6.153376
64131	6.0302844	6.071164	6.0840354	5.8951125	5.9055758	6.1249404	6.2308326	6.127433	6.022276	6.249576	6.230641	6.381961	6.1548514	6.132137	6.283699	6.2727885	6.045232	6.0996494
64132	9.222902	8.647261	8.777952	8.9551525	9.142006	8.612379	8.952987	8.72341	9.093546	8.7356825	8.592842	8.71677	8.6243725	8.53189	8.732701	8.613424	8.594934	8.8286
64135	8.528801	8.058261	8.286056	8.679841	8.084998	8.426378	7.809355	7.9796867	7.5939326	7.8374634	8.548507	8.0652685	8.434921	7.4854875	8.050412	8.321275	8.55349	8.04755
641371	9.422085	9.585485	9.043407	10.174759	9.015213	9.288168	9.813122	9.902562	8.546935	9.644813	9.581525	9.188711	9.32858	9.697326	9.319565	9.594318	8.408069	9.799915
641372	5.7602468	5.903684	5.92359	6.816378	5.970421	6.10156	5.9955373	5.80893	5.846987	6.0331125	5.8987813	5.917539	5.988016	6.174491	5.980206	5.893567	5.8008194	5.7700415
6414	6.8765984	6.282736	6.35892	6.169122	7.238858	6.247329	6.3370175	6.3532133	5.9669857	6.14705	6.1371393	6.2251024	6.2492857	5.874635	6.189426	6.022561	6.0896025	6.6578803
64146	6.1633916	5.746888	5.8092613	5.8143516	5.8530154	5.892225	5.872525	5.9042935	5.8195167	5.7965446	5.9529786	5.7921557	5.8493133	5.8859305	5.8063073	5.9500785	6.005064	5.7711844
64151	7.2509055	6.275884	6.836552	6.279364	6.3330207	5.9652824	5.8980117	5.862639	5.8932915	6.317192	5.8547792	5.8670373	6.063576	5.883134	5.9671683	5.9861126	6.6642985	5.774727
6416	7.33083	6.9680676	7.3819094	7.3593326	6.6720376	7.775619	7.817944	7.788255	7.584773	7.5344224	7.6536174	7.659019	7.932695	7.882304	7.706231	7.8130264	7.4390593	7.5347033
64170	7.5664644	7.7360435	7.606185	7.766529	7.610327	7.9891286	7.8288	7.7287517	7.845154	8.019381	8.070845	8.211476	8.419001	7.705679	7.989403	7.899145	8.581863	7.80041
641700	6.301203	6.17426	5.9790335	6.4037786	6.054231	6.3381615	6.151419	6.153992	6.1979527	6.375741	6.1131554	6.5850563	6.138227	6.104675	6.223858	6.343272	6.1741123	6.2168283
64175	7.727389	7.8335834	7.950835	7.662287	8.140937	7.715312	7.9872813	7.8045187	7.715312	7.61326	7.8022237	7.6582394	7.946943	8.415398	7.6736736	7.5460906	7.79905	7.806353
6419	8.707363	8.027456	8.505959	8.383273	8.065862	8.212453	8.260769	8.557113	8.514924	8.522316	8.226257	7.9840903	8.413647	8.597689	8.09677	8.256058	8.345764	8.274202
64207	8.386603	9.362104	8.552393	8.269375	9.084166	8.85695	9.501552	9.17381	9.589022	9.391179	8.979449	9.207938	9.141111	10.649857	9.231505	9.207021	9.030325	10.10318
64210	8.162443	8.91507	8.956006	8.8778925	8.715597	9.094021	9.000208	8.937244	8.89519	9.201776	8.973363	9.059468	8.838542	8.911419	8.811841	8.6698	8.870666	8.836432
64215	6.638575	6.342589	6.689621	6.6846046	6.2818885	6.3732257	6.303849	6.3625584	6.2025304	6.192139	6.1537905	6.3944507	6.489205	6.2126637	6.199109	6.0743136	6.1870008	6.236906
64216	9.387685	9.740979	9.9442835	10.316828	9.002769	9.795514	9.906493	10.154319	9.287145	9.043407	10.121512	9.511271	9.485772	9.991484	9.859671	9.625823	9.510626	9.886919
64218	6.3164363	7.329978	6.5857115	6.968817	6.8363934	6.5422096	6.695082	6.542087	7.348629	7.0026064	7.2208843	6.341742	6.6869416	6.9793763	7.1180153	6.9791822	7.297814	6.439026
64219	5.989964	6.3251386	6.134845	6.1261954	5.9918737	6.038808	6.0059342	6.166278	6.4448924	6.257146	6.086489	6.0658355	6.0429273	6.0242114	6.0832567	6.069846	6.2333713	6.100722
6422	5.715207	7.3500056	6.2213917	6.36964	6.990168	8.336648	7.1124096	7.6978765	8.584922	7.6794543	7.4636583	7.332374	7.3816724	7.124116	7.516025	7.516991	7.117375	6.9697323
64221	6.2427793	7.130938	6.863875	6.8913426	6.588286	6.6642985	6.7981954	6.3697133	6.9606867	6.642761	6.5251217	6.2666454	6.690465	6.8455267	6.6982923	6.0304794	6.7706733	6.285546
64222	7.6800113	7.9891286	7.8965387	7.814136	8.619657	8.07551	7.8643174	7.249712	7.606942	6.9913564	7.8487124	7.9987593	7.6945095	7.2373414	7.6376457	7.904827	8.251907	7.8310485
64223	7.2853823	7.5427628	7.1368995	7.706231	7.6950626	7.2002916	7.258291	7.3310156	7.08342	7.397005	6.9753575	7.2781477	7.1208596	7.0589037	7.022105	7.3661013	7.338121	7.53025
64224	8.459587	7.6882114	7.770132	8.111202	7.396278	7.966961	7.904827	8.091375	7.960469	7.9796867	7.9340925	8.10233	7.591473	7.741656	7.995013	7.6804934	7.53279	8.019951
64225	8.295245	7.9294195	7.915743	8.2202835	8.091375	7.977616	8.016955	8.307742	7.9773946	7.88173	8.028103	7.8257356	8.028409	7.8027596	8.092635	8.418276	7.666285	7.9390593
6424	5.857879	6.143661	6.2770524	6.1080174	5.966628	6.203191	5.9604583	6.198318	6.439125	6.8318553	6.060649	5.9624953	6.270154	5.9009104	5.849627	6.105954	6.647181	6.120253
64240	7.5315614	7.775255	8.135101	8.123274	9.302812	7.882304	7.6197376	7.357213	6.613725	7.2155166	7.8953795	8.61847	8.0677595	7.4711723	7.527503	7.862943	7.9666862	7.8551097
6425	5.799715	7.142621	5.8632913	5.9198737	6.040276	6.0597568	5.9936423	6.348391	8.68551	6.421708	6.293318	6.1602345	6.7394123	7.024484	6.628779	6.027621	6.526604	6.167408
6427	11.259078	11.470421	11.331895	11.642978	11.26479	11.2496195	11.16428	11.28015	11.8301115	10.998464	11.3174095	10.838426	11.0074215	11.567938	11.292995	11.080107	11.257344	11.060832
6428	5.9246106	5.9634113	5.5349145	5.734123	5.758426	5.9008965	5.854113	5.726098	5.81814	5.8184686	5.7142334	5.688896	5.618871	5.9403954	5.5942564	5.6675563	5.656748	5.667439
642819	6.0503974	6.0375724	6.052824	6.098125	6.1325326	5.9784536	5.840042	6.014073	5.9197326	5.9689193	5.8458915	6.0506525	6.3214707	5.8715496	5.958598	6.1583247	5.777625	6.0029874
64284	11.987816	11.418057	11.87168	11.910447	12.182729	11.717222	12.038263	11.846308	10.945939	11.844578	12.146019	11.866005	12.200424	12.4085865	12.035799	12.463197	11.409076	12.182729
642852	5.769662	6.096637	6.2691207	6.1033454	5.9907227	6.04817	5.933558	6.151169	6.3086762	5.9022593	5.6574893	5.956801	5.873291	5.8989754	5.7529635	5.9224625	6.0678887	5.8003716
642938	6.9993596	6.8068066	6.7918	6.590336	6.192565	6.7758064	6.5074234	6.482379	6.808997	6.5504665	6.771278	6.636664	6.5336566	6.515394	6.490827	6.3850894	6.5197964	6.49908
642968	6.1214643	6.9571323	6.1488457	6.3686085	6.5049386	7.157007	6.4286914	6.5235085	8.424229	7.142005	7.3187923	7.4584484	6.599039	7.410761	6.950039	7.515788	7.681753	7.193602
6431	10.639428	11.600808	11.531756	11.722783	12.031248	11.981258	12.195501	12.14318	12.599885	11.7558775	12.128891	11.923337	11.737968	12.6784115	11.999193	11.805074	12.182729	11.798827
643155	6.557587	6.2041397	6.188124	6.4798946	6.3190393	6.44155	6.3723397	6.284867	6.435526	6.299328	6.4612164	6.6237903	6.3495455	6.6214333	6.2875805	6.296044	6.2599893	6.4339037
64318	8.576256	8.067466	7.959909	8.324728	8.1455555	8.34428	8.12176	8.203927	8.165318	8.007859	8.015067	7.996182	8.44464	8.119799	8.203259	8.457682	8.176611	8.173656
6432	8.035123	9.380066	8.153091	8.377498	8.787989	9.441907	9.291113	8.988659	9.435679	9.156367	9.382598	9.384034	8.694088	9.141606	8.782663	8.953827	9.260565	9.06638
64320	5.983443	6.3571577	6.4062896	6.570422	6.5251217	6.0106826	5.9762597	6.0610824	6.5644407	6.2323756	6.2241187	6.164082	6.4364023	6.310013	6.2762723	6.1589484	6.340579	6.121029
64321	6.1450315	6.1911087	6.0762343	6.297738	6.251972	6.064274	6.4412684	6.258284	7.174013	6.381961	6.322981	6.0181785	6.1211267	6.8674583	6.5205274	6.6730494	6.41454	6.2930903
643226	6.0003204	5.9724684	5.9039316	6.0277123	5.9565034	6.0291586	6.266049	5.9896183	6.146947	6.1177683	6.194803	6.293149	6.246078	6.012244	6.14823	6.105974	5.963297	6.123968
64324	6.1232276	6.285708	6.2251024	6.1359835	6.4075093	6.260159	6.196815	6.4675074	6.211799	6.001271	6.1970854	5.9907336	6.1759343	6.155703	6.2315717	6.0967355	6.2142277	6.2919693
643253	6.024959	5.7359242	5.631961	6.018768	5.7815413	5.881582	6.01223	5.7641087	6.0463037	5.832711	5.8705425	5.887339	5.9051514	5.822126	5.9474874	6.058463	5.754827	5.8070645
64326	10.360356	10.35095	10.81214	10.432616	10.270816	10.398598	10.403578	10.3001795	10.30091	10.223102	10.373185	10.242548	10.436752	10.348341	10.257304	10.374764	10.753366	10.263489
64328	7.408599	7.0403385	7.053703	7.3128023	7.233392	7.188984	7.072489	6.9400034	7.1064653	7.1295004	6.8000283	6.890279	7.3007565	6.9734373	7.0096784	6.5695477	7.1148515	6.932411
64332	9.724163	10.719174	10.644462	10.592613	10.129511	10.035586	10.795453	10.787312	11.185485	9.499389	10.170276	10.5259905	11.659754	11.336461	11.261861	10.77699	9.664749	10.81349
64333	7.342632	8.139933	6.8678274	7.329541	7.568031	7.9872813	8.031492	8.016676	7.7080173	7.671163	7.9375644	7.785369	7.8556113	7.4874897	8.014221	7.964253	8.735351	7.4419284
6434	9.409174	9.695999	9.628236	9.886284	9.688122	9.891964	9.951922	9.827667	9.947135	9.6703415	9.6453495	9.691119	10.124225	9.948398	9.72482	9.895972	9.874	9.658091
64342	9.594318	8.355731	8.418276	8.829021	8.695223	8.1984825	8.132824	8.208537	7.851773	7.8315682	7.9363585	7.9751544	8.594934	8.06464	8.225963	8.0244255	8.288179	8.292248
64343	7.7134833	7.2480583	7.565684	7.9375644	7.5782294	7.7758865	7.023302	7.577187	7.423974	7.690048	7.300086	7.266993	7.5155215	7.447662	7.3477263	7.4157906	7.682295	7.235336
643669	6.227895	6.3380218	6.705792	6.5074234	6.568824	6.308229	6.11164	6.3026304	6.1333876	6.275705	6.285086	6.4102736	6.4600034	6.3752236	6.07244	6.279364	6.3251386	6.2551694
64375	6.46887	6.7443066	6.423219	6.688754	7.0640597	6.2788205	6.5814795	6.459337	6.5049386	6.5561304	6.64702	6.697069	6.685526	6.508487	6.3889055	6.814724	6.523294	6.4388347
64376	6.579806	7.1525626	7.2382703	7.0853205	7.266993	7.563933	6.996785	7.2525887	7.0156074	7.2936883	7.644528	7.1093216	6.8249793	7.0581326	6.634556	7.278565	6.9981527	7.184187
64388	7.4985604	7.898007	9.669755	8.282634	7.938459	8.305191	8.843568	9.659981	8.292902	8.80229	8.867976	8.519743	8.413974	9.206545	8.148395	9.04161	7.8946366	8.211123
643904	5.9090033	5.9289513	5.867575	6.030346	6.101845	5.7609496	5.8309503	5.913294	5.8982463	5.8940377	5.9831805	6.036903	6.026214	6.052631	6.0883384	5.8301487	6.0636663	5.834684
64393	9.526402	9.560603	8.680716	8.558961	9.077759	7.9456897	8.603618	9.080633	9.310815	8.874875	9.049368	8.826178	8.641427	9.023952	8.754535	7.833337	9.038374	9.267513
64398	8.182787	7.924637	8.11752	7.955943	8.443588	8.206926	7.8122168	8.407688	7.5114546	8.287098	8.051279	8.147161	7.8959866	7.4634066	7.644528	8.329626	7.752211	8.15729
64399	5.9855227	6.520255	6.051075	6.2237473	6.7028913	6.835011	6.858358	6.9173036	7.093225	7.1542497	6.8264008	6.951507	6.9612865	6.6331863	7.440048	7.269069	6.883385	7.2027273
644	7.571581	8.127951	8.34177	8.429999	7.9073772	8.299913	8.199512	7.570506	8.294233	7.871095	8.513515	8.2912035	8.274825	7.5792375	8.484106	7.6308827	9.363096	8.01033
6440	5.9282203	5.9787974	6.076329	6.226346	5.960418	6.066448	6.1133595	5.9706044	6.1506114	6.168973	6.0495167	5.9725585	6.1463313	6.2696266	6.289469	6.009208	6.1548514	6.051591
64400	8.383613	6.679226	6.9326034	7.3245034	6.8631244	7.001522	6.5639877	7.1430154	6.793918	6.7512946	6.9420104	6.788597	6.764937	6.3670225	6.4571457	6.6123075	6.8068066	6.839019
644019	5.693396	5.8260183	5.851124	5.9284787	5.722132	5.866817	5.7778707	5.779611	5.807695	5.8210235	5.72119	5.8832703	5.9427257	5.8797126	5.793324	5.892464	5.6945148	5.9403195
64403	5.7885685	5.7471004	5.819032	5.7782283	5.9260135	5.9290004	5.5798903	5.6918616	5.828369	5.680767	5.7139626	5.8252225	5.709058	5.6751823	5.770787	5.7376175	5.8195915	6.0321617
644076	6.067563	5.754111	5.944721	5.972823	5.7324677	5.9955926	6.013965	5.9015145	5.9417725	6.056543	5.940421	6.208952	6.05675	6.0530143	6.01409	6.0398326	6.046503	6.0877495
6441	5.850768	6.2881994	6.490458	6.173874	5.9155006	6.5753684	6.900568	6.4477997	6.317484	6.3681593	6.614571	6.3148584	6.1262736	6.246966	6.4104605	6.4406033	6.23165	6.490827
64417	6.405431	6.405431	6.628338	6.473487	6.700345	6.189932	6.0309615	6.0384226	6.1763887	6.19528	6.203377	6.079161	6.113198	6.0069485	6.082393	6.0949197	6.3340416	5.9931474
64418	7.275919	6.7103124	7.1327915	6.766568	6.8653235	7.007192	6.910244	7.0838428	7.053123	6.8561935	6.7438517	6.7947397	6.862798	6.927864	6.8255253	6.5969377	6.560311	6.7790256
64419	9.312893	9.109977	9.3063345	9.469533	9.477769	9.709816	9.331032	9.019324	9.3494425	9.776107	9.736979	9.751312	9.646514	9.535411	9.514106	9.627671	10.001352	9.7024765
6442	6.031696	6.2276406	6.574618	6.5069776	6.44002	6.749274	6.685526	6.6778216	8.078129	6.698902	6.6761684	7.2135544	6.625143	6.7369266	7.062836	6.7406993	6.8021736	6.558824
64421	6.148387	6.536713	6.545811	6.63716	6.841085	6.449788	6.607518	6.375408	6.3681593	6.43201	6.321273	6.355092	6.227591	6.6435003	6.4418507	6.5098734	6.798342	6.6341567
