GSM2367626	GSM2367627	GSM2367628	GSM2367629	GSM2367630	GSM2367631	GSM2367632	GSM2367633	GSM2367634
6793	7.1990075	7.193207	7.1126275	7.0519366	7.0011053	7.7509894	7.089663	7.2752433	7.4781513
6794	7.329315	6.7042375	6.7913227	6.420279	6.759439	6.389244	6.447992	6.785251	6.5873437
6795	6.08185	5.967648	5.9859123	6.069692	5.9759016	6.229908	6.0261383	6.000982	6.0561953
6799	9.228485	7.9675784	7.919516	7.7950745	8.921167	8.965674	7.905107	7.6327977	8.669391
6810	9.403517	9.062686	9.319565	9.091237	8.687177	9.401387	9.257502	8.940599	9.371365
6811	10.890393	11.041279	10.589896	10.349165	10.701442	10.641497	10.515675	10.544444	10.5185995
6812	6.058768	6.4095035	5.311923	6.109276	6.07081	5.8702955	5.9618306	5.8381515	5.986056
6813	8.180024	8.210422	8.119437	7.8495917	7.980553	8.185978	7.938163	8.289099	8.080283
6815	10.047381	9.4656725	9.127434	9.71275	9.460258	9.977306	9.9950485	9.886919	9.825823
6817	9.936251	9.460836	9.85844	9.171852	9.569341	10.072209	8.875309	9.247502	9.505675
682	10.895261	9.956615	10.688536	10.26649	10.725907	10.258697	10.703545	9.933917	10.686362
6820	6.090323	5.919993	5.979922	6.01159	6.1254687	5.9398713	6.132108	5.9767623	6.037859
6821	10.985338	10.8303175	10.007882	10.361123	10.740245	11.540228	10.514826	11.221839	10.589896
6822	12.915266	13.3840885	12.474402	12.156623	12.586859	12.507238	11.779255	13.292442	13.255929
6827	8.503211	9.310815	8.879677	9.246469	9.472891	9.050246	9.281249	8.949481	8.809791
6829	10.194111	9.4540205	9.395504	9.0575285	9.413846	9.275685	9.562414	9.487413	9.489521
683	6.0308576	5.9768667	6.22946	6.208952	6.107433	5.9807305	6.3612885	6.0320754	6.1373377
6830	7.094035	6.685526	6.9068475	6.6973567	6.912133	7.3907714	6.7523475	7.0717864	6.9377418
6832	8.434202	7.547366	8.165977	7.954435	8.078658	8.501072	8.157581	8.30273	8.257655
6836	10.159855	10.646626	10.448425	9.912647	10.515675	10.673368	10.03485	10.7693205	10.041227
6837	6.3565745	6.528996	6.361144	6.3491035	6.4410605	6.5183372	6.349611	6.525802	6.5245395
6838	9.487413	9.191583	8.90599	8.712044	8.417491	9.065929	8.793536	8.82742	9.184349
6839	8.461975	8.849561	8.337624	7.805711	8.450259	8.475206	8.347121	8.241959	8.046008
684	10.229651	9.385096	10.397672	10.362786	10.229651	10.696133	10.27718	10.058874	10.925937
6840	6.056716	6.090598	6.3431387	5.9556584	6.083335	6.12349	6.1158237	6.072314	6.090698
6843	7.9666862	7.70957	7.8030677	8.337329	8.478707	8.784783	7.876557	7.447937	8.382921
6856	8.255705	10.541639	9.919653	9.863494	9.710957	8.892249	9.243506	9.047571	8.790442
686	8.745229	9.225774	8.86302	8.735	9.837788	8.7464695	8.276203	8.551979	8.308433
6862	5.9566956	5.797796	5.8072023	6.0177855	5.8480444	5.8392215	5.5515547	5.736842	5.774727
6863	5.9105506	5.7270904	5.989842	5.7854986	5.888952	5.818485	5.7877913	5.9249945	5.885357
6868	8.165013	7.287395	7.484518	7.6330557	7.0306654	7.9405074	8.116906	7.678416	7.9742656
6869	6.3193026	5.9392724	6.108461	6.199143	6.142548	6.038549	6.1794524	6.183562	6.2535534
687	11.805074	11.730295	11.781191	11.668313	12.094774	11.976993	11.7396	12.166033	11.616817
6870	6.3486667	6.254964	6.060218	6.162172	6.292496	6.182915	6.1751137	6.202752	6.1587353
6872	6.3250194	6.1046276	6.39181	5.932121	6.135104	6.176257	6.213895	6.005735	6.151732
6873	7.1152434	7.8696184	7.502329	7.598509	7.259943	7.78984	7.70912	7.7727876	7.4281955
6874	7.8761864	7.7947927	7.959321	8.26312	7.80599	7.8391657	8.216396	7.882001	7.575379
6876	10.796433	10.994522	11.194132	12.104291	11.21431	10.3066225	12.751838	10.490488	12.340424
6877	6.8132653	6.5340295	6.6571927	6.6433525	6.7491016	6.911553	6.9412866	6.996581	6.6222506
6878	7.7758865	8.461274	8.126604	7.6606526	8.261817	7.4329944	6.9889135	8.617317	7.718454
6881	10.003651	10.039229	10.172541	9.575589	9.80739	10.015162	10.003651	9.657507	9.97666
6883	7.4840508	8.875309	8.504839	8.701535	8.563706	7.5659766	8.064931	8.043042	7.7541537
6884	8.145215	6.4152017	7.150872	7.094242	6.847377	7.5073004	7.370884	6.748027	7.9480934
6885	8.728507	8.240325	8.267433	8.244842	8.104502	8.639868	8.461607	8.3272505	8.595656
6888	11.807008	12.879119	12.092521	12.234402	11.910447	12.152427	12.7448435	12.189022	12.106657
689	11.734326	12.599885	12.485078	12.949193	12.85728	12.586859	12.574495	12.44864	12.195501
6890	10.051944	9.960533	10.309713	10.224594	10.482074	10.947128	10.611011	9.825167	10.490488
6891	7.057359	7.168378	7.116277	7.2838736	7.5589066	8.07179	7.673094	7.39923	7.666771
6892	6.1819143	6.2139435	6.1817493	6.254913	6.024708	6.5661554	6.1579685	5.996101	6.1576695
6894	7.229181	7.4781513	7.3957787	8.028409	7.6085124	7.7220635	7.8165784	7.710628	7.8587427
6895	8.110248	7.748295	7.814912	7.748587	7.7730737	7.862943	7.860694	7.9759808	7.777636
6897	8.544256	8.343921	8.814751	8.783071	8.847941	8.3757	8.332093	9.169473	8.374568
6898	13.022294	13.774191	13.264137	12.154516	13.268918	12.593081	12.596265	12.967784	13.454985
6901	8.193684	7.41998	7.547366	7.319174	7.3276854	7.6041603	7.441234	7.409104	7.8725376
6903	7.0963845	7.4886384	7.515788	7.3902683	7.517473	7.475454	7.303349	7.1951475	7.028229
6904	6.3256917	5.9126573	6.20851	6.212342	6.1582603	6.238003	6.3518906	6.1925006	6.3422427
6905	8.9895	10.066398	9.046174	9.243957	9.531389	9.331032	9.20941	9.043407	9.553367
6906	13.066858	12.666083	12.158828	12.5802555	12.805904	12.823335	12.772522	12.871467	12.778494
6907	9.715821	8.661878	9.351943	8.868831	9.046174	9.599833	9.058099	9.114964	10.051103
6908	7.9281974	8.002799	7.78483	7.6700735	7.9363585	8.145852	7.792442	8.019676	8.0624275
6909	7.3636665	6.913706	6.5291038	7.9565516	6.911135	6.7508397	7.7910404	6.9188385	7.6794543
6911	5.957616	5.9761686	5.8410134	5.713774	6.051325	5.9168496	5.979642	5.94526	6.128404
6913	9.137413	6.3295407	8.825811	7.0927896	8.631091	7.196664	7.70989	9.582585	6.522591
6915	6.5019383	5.9832363	6.0644197	6.3809314	6.349015	6.1910324	6.2055707	6.595197	6.103436
6917	6.10696	7.052706	6.6270933	6.631521	6.6274843	6.216508	6.3078136	6.34614	6.206924
6919	5.8577366	5.7792006	5.8753705	5.980608	5.690528	5.7397757	6.0106688	5.8338003	5.837524
692063	6.486389	6.35411	6.5880284	6.4216022	6.5863094	6.673598	6.597331	6.653218	6.633882
6923	12.094774	11.923337	12.053721	12.097547	11.580588	12.11849	11.981258	12.066697	12.185023
6927	6.1630526	5.855538	6.133885	6.1142583	6.14122	6.348459	6.0937815	6.5395265	6.1545653
6929	6.6408067	6.6269665	6.648073	6.5942507	6.6892004	6.9271455	7.2504025	6.743373	6.836725
6932	6.3992066	6.202932	6.306972	6.3218746	6.353877	6.347711	6.1693	6.302282	6.0420737
6934	7.1339407	6.3697133	6.8044796	6.931287	6.782393	7.3549614	6.902149	7.180656	7.108642
6936	6.070572	5.970669	6.0849576	5.984889	6.0768633	5.880899	6.059621	5.7491727	6.1574917
6941	5.9250283	6.6327906	6.266209	5.9441767	6.0494995	6.0368237	6.0459585	6.014634	5.958265
6943	6.2870297	6.1152415	6.033426	6.635121	6.208669	6.193547	6.540354	6.4230504	6.3302073
6944	7.7563343	8.162138	7.991296	8.203573	7.8443265	7.5390906	7.8090563	7.7435546	7.905107
6945	5.665509	6.282493	5.985308	6.0698786	6.109004	6.2062216	5.977575	6.1501904	6.0853815
695	6.413988	6.7394123	6.55831	6.682859	6.69021	6.527218	6.749274	6.4061165	6.611105
6950	7.8353105	8.379913	8.555297	8.185014	8.322	8.039006	8.20943	8.420806	8.036648
699	6.1518636	6.837994	6.3924417	6.2632475	6.483977	6.407249	6.345332	5.8432326	6.3181
6990	5.8116984	5.8033423	5.822424	6.004638	5.693146	5.920007	5.9363713	5.6742024	6.0304794
6991	6.024108	5.9428945	5.7997313	5.988139	5.813585	5.846409	5.9466486	6.129642	5.6930933
6992	10.889189	11.207011	11.26777	11.26777	11.397314	10.854707	10.901458	10.939927	11.037276
6993	9.289619	10.05435	10.049638	10.21511	9.842526	9.486275	9.950509	9.671709	9.44066
6996	9.66795	8.999785	9.414744	9.074002	9.139689	9.591905	9.533212	9.342546	9.347385
7009	14.476062	13.996365	13.79591	13.802475	14.244418	14.732709	13.845265	14.371817	14.055182
701	5.932206	6.177382	6.263337	6.004132	6.106856	5.8173156	6.175517	5.9017873	5.979682
7010	7.8310485	7.521686	7.621322	8.646082	8.07551	8.006985	8.623227	8.043344	8.356719
7016	8.091375	7.6421084	7.5977845	7.556803	7.50633	7.9100957	7.68028	7.5491204	7.746296
7024	7.502329	8.032742	7.9228263	8.00459	8.203927	7.70108	7.624396	7.5080624	7.419028
7025	8.691641	7.787105	7.9297237	8.711584	7.81466	8.841832	8.975961	8.015714	8.621241
7026	6.6614776	6.380712	6.599435	6.8542566	6.8376403	6.640538	7.274983	6.584455	6.6392775
7027	8.371499	8.657495	8.42889	8.895598	8.96606	8.294886	8.834833	8.655581	8.913172
7030	6.7568593	6.5049386	6.7154884	6.5304995	6.5503473	6.5861855	6.6708894	6.651441	6.527459
7036	10.547207	9.947838	10.477185	9.948398	10.1424885	10.451391	9.313356	10.638317	9.861669
7039	6.119013	6.0440965	6.116673	6.8268805	5.7663984	6.495166	6.4331512	6.060423	6.5079474
7041	6.0229373	5.912072	5.65949	6.035283	5.7782693	5.949974	6.0256305	6.0029454	5.862107
7043	8.114431	7.4434214	7.2662477	8.593561	7.234668	6.951007	8.234309	7.107828	7.734366
7045	12.488091	11.838464	12.215022	12.5020275	12.518427	12.637815	12.3934555	12.239553	12.5593195
7048	7.334236	6.30426	6.492589	6.5931063	6.442132	6.5516777	7.0430655	6.6628537	7.1596117
7050	6.6893487	6.3338428	6.298352	6.083614	6.0278645	6.437918	6.2451296	7.076445	6.113313
7052	6.173423	6.460481	7.693738	6.214709	6.765398	6.418291	6.6793966	6.5147023	6.3774257
7053	5.9483232	6.2058067	6.96863	7.887244	7.534186	5.98099	7.6095243	6.0975747	8.256981
7057	8.366609	7.273427	7.748587	9.309377	8.448686	7.814136	9.810018	9.098458	8.537209
7060	8.495461	7.7718816	7.350956	6.862798	7.5498085	7.3974733	7.0917754	8.162138	7.306163
7062	6.8636928	6.310814	6.418291	6.3378773	6.270099	6.5268464	6.246787	6.316771	6.518563
7064	8.914647	7.886924	8.556015	8.537952	8.166919	9.013026	9.385601	10.020755	9.069216
7066	7.2085366	6.9230037	7.0927896	6.61526	7.197918	6.9621696	6.690879	6.914064	6.902149
7067	6.167502	6.823463	6.318408	6.921702	6.181467	6.4075923	6.8595686	6.229961	6.75399
7069	10.86965	12.064595	9.721111	8.563016	9.141111	11.306086	9.848655	11.99239	8.584517
7070	7.8716974	8.310389	7.9267755	10.0144825	7.6800113	7.7815223	10.410967	7.5944557	9.906493
7071	6.064798	7.503838	7.089048	7.2462792	7.0935926	6.518927	6.8407283	7.6882114	6.325207
7072	6.3903413	6.7504005	6.7758064	6.6809764	6.7803097	6.6462784	6.649449	6.8839602	6.7884393
7073	7.082594	7.029157	7.3086753	7.0954943	7.4374194	7.548857	7.269313	7.5013843	7.16344
7074	6.820669	6.2474594	6.564944	6.6329093	7.224426	7.033126	6.4224916	6.342806	6.4609213
7077	6.4821563	6.5508423	7.4126554	7.307029	7.0739512	6.733043	7.355856	6.50086	6.8824778
7078	7.907635	8.995192	8.182167	9.178139	8.765866	8.412864	9.178556	8.409786	9.320684
708	9.60688	9.5241585	9.491863	9.573273	10.394827	8.79118	10.155914	10.3151655	9.815019
7080	5.714982	5.8328595	5.927859	5.9982624	5.812862	5.8981075	5.8366947	5.9786315	5.900297
7083	8.161179	9.17381	7.740831	7.0983725	7.971831	7.733557	7.0439897	7.603664	6.9997287
7084	8.452657	7.5632334	7.987888	7.3007565	8.073106	8.098943	7.515242	7.877145	8.035456
7086	9.255974	9.173225	9.423597	9.480719	9.381067	9.458516	9.845889	9.299393	9.891324
7088	8.416053	8.75966	8.418634	8.018212	8.65664	8.312314	8.252249	7.9709725	8.670153
7091	7.3807235	7.36537	7.2289643	7.6895514	7.3418794	7.500607	7.593147	7.4771905	7.5055375
7095	7.6882114	7.277429	7.600455	7.603073	7.575139	8.376442	7.718109	8.0244255	7.2437725
7098	6.039429	5.965588	6.114656	6.242041	6.1105766	6.1709495	6.131173	6.290718	6.055056
7099	6.4492435	6.6772523	6.8171554	6.747123	6.8883224	6.717288	7.1518717	6.613489	6.8416224
71	14.0383215	14.223665	14.095315	14.431047	13.845265	13.749567	14.329381	14.120374	14.129152
710	13.075154	12.372765	13.20427	12.621669	13.043148	13.195143	12.380608	12.7213745	12.5020275
7100	7.411489	7.354728	7.350523	8.332418	6.9418244	7.310646	7.6820354	7.202514	8.234675
7102	8.039006	7.314005	7.8110776	7.787371	8.42354	8.097711	7.3312593	8.319582	7.4957066
7103	7.586563	7.2545857	7.4307795	9.543109	10.241725	10.249785	10.918904	9.633972	10.250469
7105	8.255305	8.775655	8.22099	7.7306304	8.10233	8.432443	7.9860816	8.703898	7.7876563
7109	6.75399	7.092169	7.1677446	6.869362	7.06872	7.0549645	7.0913525	7.1716795	7.032919
7111	8.857396	8.339032	10.248046	8.625303	9.401387	8.430366	8.484842	8.541349	8.829021
7112	6.6336055	6.4221296	6.5164323	6.3946877	6.5028524	6.1961303	6.153376	6.546133	6.1271806
7114	5.8495665	6.373066	6.2310586	6.356792	6.058325	6.037045	6.2879705	6.0442324	6.313098
7122	8.873635	8.008523	7.9568405	8.518545	8.235901	8.73076	9.458516	8.482666	8.708151
7123	7.823569	8.800593	7.5070353	8.098016	7.689787	7.5939326	7.685502	8.256689	8.486621
7124	6.165005	6.045438	6.091366	6.1419044	6.151419	6.7208076	6.378598	6.0512257	6.156193
7125	5.7522745	5.977694	6.0017524	5.932194	5.8409243	6.029447	5.9557705	5.724002	5.774878
7126	9.552156	9.570441	9.884358	8.724423	9.279229	9.374028	8.885558	9.2051	8.997476
7127	8.286755	6.524787	7.9039803	8.1907625	8.415739	7.9378314	7.9378314	7.0711446	8.251907
7130	6.4482574	6.05675	6.1631465	6.3584824	6.2355742	6.2180915	6.183789	6.225009	6.314508
7133	8.540564	7.83414	8.174338	7.390018	7.1482706	7.7306304	7.924068	7.7382584	8.530231
7136	5.894	5.719521	5.891361	6.232204	5.7072315	5.958804	6.119728	6.1553197	6.178749
714	12.092521	11.587557	12.353895	11.61326	11.781191	12.660348	12.12604	11.107824	12.191101
7142	5.831851	5.540237	5.640287	5.6743236	5.710063	5.759037	5.7139626	5.9341946	5.8010993
715	10.4292755	10.752214	11.412015	10.2903185	11.360267	10.666171	10.52778	10.2450695	9.731924
7153	7.4788747	8.73757	7.8027596	7.4746537	7.7287517	7.9556417	7.4766936	7.0344234	7.0113974
7155	9.546688	9.636183	9.728868	10.103876	10.172541	9.888323	10.223102	9.719864	9.746831
7156	9.102166	8.120457	8.3174925	7.82823	8.130484	8.739577	8.473397	8.183415	8.607059
7158	7.485968	7.1252923	7.332607	7.2233415	7.2509055	7.291418	7.66602	7.1196904	7.3390636
7159	9.411758	9.040299	8.867186	8.791556	8.825811	8.833677	8.335938	8.578731	8.929038
716	8.12176	9.871199	9.51928	8.832799	9.79676	9.308006	8.94523	8.333499	8.347426
7164	8.163467	8.874459	8.669391	7.4346356	8.676796	8.273854	8.158817	9.341971	7.8515058
7165	10.196377	9.694244	9.610032	9.838454	10.116071	10.071504	10.587813	9.405552	10.2952
7167	12.180192	12.657106	12.637815	11.867982	12.026756	12.1635685	11.899525	12.0997305	12.138257
7168	8.496162	10.321078	9.947838	10.294478	10.499246	9.028544	10.28377	9.044369	9.575589
7169	9.431748	9.53262	9.518116	10.219907	9.460836	8.907275	11.232549	9.014807	10.885092
7170	8.947339	8.850445	8.937714	8.957377	9.127434	8.701191	9.222554	8.109313	8.907661
7171	6.1827526	6.451444	6.4797864	6.7961	6.3818817	6.3598666	6.741009	6.1307397	6.599913
7172	10.440197	9.209853	10.101702	10.035586	9.885027	9.966072	10.009373	10.147125	10.064094
7174	6.927864	6.657493	6.832576	6.5846972	6.7890887	6.5600667	6.4901414	6.6806955	6.7304196
7175	9.127434	8.442172	8.713913	9.027051	8.830235	8.969628	9.147774	8.667035	9.333052
7177	6.676452	6.264557	6.0735083	7.6236324	6.460597	6.220319	7.687102	6.7066617	6.69021
7178	13.23263	14.063017	14.138888	14.2559595	14.2559595	13.79591	14.087152	13.989392	13.717098
718	11.346112	13.195143	12.570598	12.185023	12.802494	11.753956	11.968462	12.241895	11.054492
7181	7.496515	7.2950134	7.404772	6.99274	7.04269	7.197733	7.295449	7.4649386	7.1035705
7182	7.460224	6.471113	6.9357624	6.730865	6.6433525	7.0707326	6.766738	6.592315	7.0026064
7185	6.045737	6.0157	6.0696335	6.2770524	6.314201	6.189148	6.2566247	6.0473046	6.202752
7186	7.9393473	6.8566995	7.768786	6.9346294	7.3959985	7.561653	7.095269	7.042864	7.644528
7188	7.1267715	6.5639877	6.5913796	7.4788747	6.7916293	7.116277	7.699983	6.8450365	7.6352625
7189	6.788913	6.644923	6.6600776	6.8153863	6.821408	6.612841	6.797689	6.948081	6.4565544
72	5.8595448	7.5065303	8.168219	6.551064	6.558824	6.488876	8.516324	6.099058	6.8061323
7203	7.7862477	8.122953	8.322727	8.112523	8.161179	7.969147	8.101271	8.167944	8.495796
7204	6.7443066	6.7862363	6.9095426	6.713976	7.036427	7.043621	6.820514	6.787948	6.5369215
7205	10.780516	10.4420185	10.591804	10.257304	10.212046	9.985847	10.270816	10.973536	10.164299
721	7.9089527	8.070285	9.042977	8.360449	9.648877	7.9654145	7.568031	8.245525	7.4659348
722	12.675304	12.979804	13.273266	13.260338	13.112268	13.1594715	12.871467	13.480954	12.900458
7220	6.0961943	6.0427094	5.989036	6.6932607	6.0636463	6.2390475	6.8233047	6.254913	6.5385666
7225	6.132137	5.9851584	6.0956087	6.189148	6.0532837	5.9152246	6.3189125	6.089581	6.0705886
723972	6.4565544	6.922452	7.155097	6.875454	7.156817	6.722159	6.752181	6.592862	6.8069844
724102	5.924247	5.980594	5.94261	6.100165	6.0330234	5.877728	6.076152	5.94253	5.930419
7247	5.9586134	5.9381175	6.0197234	5.794747	5.953188	6.183283	5.816841	5.8392825	5.8411317
7248	5.882908	6.049468	6.073041	6.1369576	5.9927297	5.984999	6.0119925	5.8710074	5.780811
7249	8.236246	7.7981696	7.312589	7.6400995	7.8054123	7.8001437	7.562419	7.5977845	8.038199
725	11.849956	11.28015	11.8301115	11.915234	12.087457	12.101879	11.374939	11.897358	12.171227
7253	5.6923594	5.895161	5.648656	5.9095645	6.0485144	5.940471	6.1711373	5.8927655	5.7506714
7257	6.0080395	6.1500535	6.0632186	6.0994067	5.9860153	6.023549	6.0158434	6.135538	6.135698
7259	8.765866	9.436786	9.284084	9.213581	9.323393	9.288168	9.145786	10.001352	8.228279
7260	8.260441	8.06432	8.680315	8.030697	8.414683	8.172053	8.237344	7.7887607	7.9003706
7264	7.4781513	7.33083	8.039998	8.120781	8.029701	7.289819	7.574912	8.125931	8.033697
7265	8.421899	8.361789	8.524905	8.353659	8.77331	9.155864	8.0561285	8.586155	8.919869
7266	7.9451394	7.818754	7.8887043	8.009724	8.141243	8.044506	8.032129	8.116576	8.471925
7268	9.355499	9.486777	9.331032	9.186236	9.4837885	9.593143	9.243061	9.171852	9.525281
727	13.928432	13.339644	13.378322	13.164746	13.4289875	13.845265	13.24081	13.268918	13.4289875
7270	6.501068	6.744768	6.779511	6.783015	6.7115316	6.7833447	6.8217435	6.653367	6.7586465
7272	6.425238	6.8442984	6.5378957	6.522481	6.21143	6.618021	6.6377077	6.1233907	6.3556337
7276	15.251585	15.37888	14.981512	13.958891	15.169383	14.781959	14.682917	15.37888	15.31813
7277	6.8495493	6.7568593	8.166576	7.2523656	6.679226	7.9290814	8.175563	8.506604	8.288446
727800	6.199109	5.958239	6.1282134	5.935991	6.032222	5.9316297	5.9651136	6.065461	5.88719
727910	6.310865	6.3548994	6.0940185	6.105068	6.181392	6.345332	6.1076365	6.1880903	6.141709
7280	8.113126	7.898007	9.085527	6.7571616	9.286631	8.707363	8.813078	8.163779	7.6598287
728229	6.399112	7.8690147	6.7175674	6.305364	6.3662734	6.3735585	6.546821	6.5530133	6.4795613
728279	5.859235	5.852017	5.9821067	5.720576	6.029608	6.0015845	5.9446454	6.0536213	5.852199
7283	7.402043	8.178021	7.8045187	7.436933	7.6163406	7.4414663	7.817672	7.626019	7.4861803
728554	6.0158434	6.928806	6.4613795	6.33323	7.0254674	6.6495886	6.3213515	6.664162	6.284806
728591	6.2567186	6.101889	6.213178	5.998094	6.247329	6.10401	6.1982775	6.104365	6.1171703
7286	6.7844453	7.3848557	7.4636583	6.670743	6.2253714	6.870071	6.966346	7.503327	7.143942
728609	8.227259	7.9656963	7.50633	7.7698874	7.4416857	7.859526	7.317983	7.752756	8.336246
728642	8.1907625	7.1619687	7.203975	7.242631	7.311595	6.873545	6.9590197	7.3665476	7.837716
728656	6.113695	6.0706086	6.029221	6.0664873	5.9972577	5.9499607	5.8845706	6.082334	6.0891294
728833	5.773786	6.301203	6.0856442	6.0398645	6.0679965	5.844397	6.013605	5.9006395	5.924306
7289	6.5188017	6.898491	6.786393	6.675042	7.184407	6.5799303	6.898833	6.724311	6.9610677
728957	6.5315304	6.190785	6.4713016	6.350267	6.2176027	6.2545915	6.340386	6.380211	6.401226
729	13.335313	12.596265	12.967784	12.991496	13.373767	13.363411	12.741008	13.866272	12.377854
729096	6.1901436	5.9337916	5.868111	6.0179024	6.174357	6.0239735	5.960523	5.980525	6.0612545
7292	6.979574	6.657045	6.4452696	7.1887755	6.2211766	6.8523507	6.7168407	6.455395	7.2725296
729201	5.8269043	5.6802974	5.6651325	5.9017277	5.7519445	5.7840347	5.664879	5.887707	5.851792
729230	5.9844694	5.9996147	5.8820257	7.17458	6.217895	6.253997	6.7662325	5.9446335	6.6341567
7293	7.1300797	6.6981316	6.596661	7.681229	6.7413387	6.9620004	7.7549725	6.6676126	7.5195427
7295	12.123636	13.0267725	12.75502	13.000762	13.282594	12.621669	12.85728	12.526528	12.731246
729540	5.8078756	5.8589163	5.9531384	6.044859	6.040768	5.8348594	5.9945917	5.9736595	5.8723717
7296	8.998463	8.90599	9.959909	9.559957	9.932662	9.373099	9.891964	9.14243	10.103876
7298	7.9116135	9.0355015	8.421899	7.871095	8.644903	7.851773	7.8082104	7.5393653	7.196438
729920	5.836186	6.2368546	6.1480017	6.313161	6.2325044	6.061915	6.0366435	6.1243005	6.008304
730	7.8634763	8.152393	7.7749877	10.063396	8.655218	7.9109955	8.908049	8.316422	9.448408
7301	6.644689	6.249677	6.24069	6.800351	6.361969	6.5231695	6.641917	6.1013227	6.4199243
731	13.781946	13.282594	13.335313	12.819754	12.9566	13.607681	12.731246	13.717098	12.7213745
7311	14.371817	14.500206	14.745969	14.769504	14.418385	14.510737	14.621735	14.2868805	14.40774
7314	12.945255	14.9312525	13.761512	13.830132	13.943649	14.214147	13.866272	14.204424	13.632978
7316	14.956806	14.570693	14.859203	15.090511	14.908723	14.693989	14.956806	14.394825	14.431047
7317	10.370646	9.883759	9.954658	10.215815	10.11844	10.379052	9.956615	10.230344	10.619372
732	12.690937	12.987784	12.775695	12.504927	12.52093	12.26066	12.207834	12.893257	11.531756
7321	5.859838	5.7766547	5.7604322	5.6982865	5.885123	5.82941	5.7533574	5.8255734	5.830936
7322	6.959191	7.0575614	6.8915157	6.7496214	6.511058	6.7164	6.9156566	7.089446	6.8127375
7326	8.579896	8.116013	7.855889	8.194964	8.70004	8.214385	8.428486	8.549295	8.440697
7328	8.235544	8.282634	7.9811573	8.376442	8.036032	8.142674	7.9547124	8.500338	8.181501
7329	9.584392	9.644354	9.776107	10.025986	9.87787	9.775517	10.041227	9.334149	9.827667
733	12.340424	11.798827	12.574495	11.78883	12.5381565	12.748443	12.146019	12.173406	12.403488
7335	6.153877	6.641917	6.633882	6.383926	6.7777615	6.3821807	6.459906	6.324333	6.289694
7336	8.96696	9.886919	9.87787	9.490646	9.585485	9.140148	9.491863	9.694792	8.971464
7337	10.185664	9.289619	9.510091	9.578509	9.375057	10.211349	9.806745	9.927099	9.933302
7343	7.2579103	6.8955145	6.8646326	7.204679	6.631228	7.188984	7.035776	6.8794513	7.171445
7345	5.973442	5.790893	6.240883	6.5176506	5.7118554	6.144836	7.4974895	5.8053637	6.5197964
7350	5.928726	5.7819977	5.8498764	5.7859845	6.010653	5.9222355	5.7131777	5.8373146	5.9331503
7351	8.714369	8.133116	9.172823	8.502413	8.592476	9.553959	9.209853	7.826524	8.748107
7352	6.0515513	5.923219	5.8366385	6.036679	6.1479716	5.8746905	6.0376024	5.780438	6.1953163
7353	7.069702	6.7136536	7.0470405	6.6021423	6.5108237	6.759923	6.6681514	6.8874516	6.9329953
7355	7.4624734	7.9086785	7.861513	6.771278	7.473176	7.355611	7.183775	6.8704333	7.1624117
7360	11.547395	10.379052	10.703545	10.359516	10.492525	11.4862995	10.370646	11.719094	11.071169
7363	9.0308	9.768525	9.435218	9.79284	10.388683	9.947135	9.447287	10.158389	10.22377
7364	5.9168496	6.0955663	5.9823103	6.789417	6.1788797	6.1137877	6.116793	6.356869	6.0927234
7367	9.885027	10.767206	9.579686	10.248046	11.140162	10.322711	10.02225	10.727049	9.689222
7371	7.3713875	7.870784	8.23397	7.716943	7.883776	7.571054	8.142674	7.7109237	7.8805213
7376	8.897308	8.641427	8.817631	8.569812	8.453002	8.678224	8.183705	8.848741	8.5687065
7381	8.618893	9.37253	10.185664	10.064094	9.51928	9.961902	9.228043	10.26489	9.944964
7385	8.076183	8.798905	8.758006	8.943928	9.192639	8.432828	8.382279	9.066862	8.842716
7388	7.0973363	7.5450196	8.097711	7.6350107	7.5654335	6.7543035	6.892998	7.600712	7.655879
7391	8.988659	8.241317	8.114778	8.222036	8.255705	8.672115	8.305191	8.339351	9.04161
7398	6.338716	6.9938536	6.6540446	6.8117647	6.4525046	6.679988	6.6231422	6.4961467	6.3797092
740	7.603073	8.07179	7.814396	7.9089527	7.9730406	7.90591	7.730055	8.287861	7.788255
7401	6.440886	6.290892	6.4005666	6.2040215	6.221563	6.5521827	6.214547	6.435342	6.2808785
7403	7.131829	6.74087	7.064675	7.0458016	7.1990075	7.180853	7.0711446	7.1910872	7.38647
7407	9.1293545	8.01217	8.459964	8.646447	9.223869	8.505637	9.091701	9.085922	9.03657
7408	6.072102	5.9464836	5.7324677	5.7841997	5.9871054	5.9640923	5.9359064	5.788214	5.7305083
741	7.1068707	7.4757166	7.689007	6.984799	6.8796234	7.2534485	7.042864	7.1679626	7.102769
7411	8.548867	9.374541	9.285672	9.413846	9.104092	9.093546	9.107995	9.12222	8.772512
7414	5.9223957	5.841933	5.555238	5.716691	5.83567	5.7561812	5.8106146	5.6009784	5.713774
7416	10.962542	10.889189	11.542117	11.498837	11.653964	11.663701	11.4230175	11.966146	11.7396
7417	5.4462724	5.8329825	5.834875	5.78959	5.80177	6.0144014	5.9338183	5.804524	5.820515
7422	7.359596	7.5512323	7.575379	7.1160765	7.6352625	7.817672	7.2313194	7.564378	6.9569335
7423	5.7436337	5.900062	5.8705287	5.8089786	5.7652283	5.784388	5.9632344	6.0993886	5.9491763
