GSM2367567	GSM2367568	GSM2367569	GSM2367570	GSM2367571	GSM2367572	GSM2367573	GSM2367574
140901	7.0658174	6.892073	7.170794	6.7833447	7.067925	7.0772433	6.8251457	7.139204
140947	5.823175	6.541874	6.324128	6.291295	6.24537	6.1393833	6.21278	6.0104685
1410	6.8904305	7.867328	7.4083095	7.5560803	7.282236	7.171914	7.801262	6.772716
142	9.855102	9.987244	10.07428	9.908599	9.730598	9.729509	9.85844	10.386031
142680	6.0015426	6.3111234	5.9805126	5.9629946	6.0012846	5.9968057	6.2293754	5.793642
142683	6.43773	6.208908	6.4637628	6.1930885	6.3890777	6.248763	6.415461	6.40168
142686	5.796875	5.8631988	5.819098	6.080066	5.9809623	5.7055817	5.901688	5.808247
1427	6.8239293	6.9932823	6.8239293	6.938913	7.502821	6.982334	6.980311	7.101633
1429	11.584244	11.542117	11.628243	11.325275	11.686184	11.917068	11.346112	11.580588
143	9.926458	10.262609	10.122868	10.159855	10.115336	9.999195	10.090883	10.349165
1431	9.600394	9.923825	9.943514	9.867337	10.073507	10.0559025	10.050403	10.101033
1432	6.8799653	7.1160765	7.411026	7.329978	6.97498	7.2587976	7.4297915	7.216377
143279	6.0979223	5.920286	5.9293137	6.0165563	6.1085973	6.119436	6.0939555	6.036903
143282	6.024596	5.99179	6.2733483	5.987577	5.955063	6.1080174	6.0485682	5.9744725
1434	9.60502	9.586059	9.362104	9.673591	9.62944	9.745681	9.627052	9.517532
143425	6.5600667	6.464803	6.2058372	6.39181	6.626821	6.5448165	6.41173	6.321804
1435	6.2119465	6.043267	6.0219984	5.8864436	6.064123	6.0157537	6.0328236	6.183283
143503	5.7686443	5.7177806	5.789629	5.964818	5.6420856	5.6293674	5.6677284	5.6513114
1436	10.99321	10.807128	11.250975	10.847704	11.0012665	10.918904	11.487642	11.1711855
143630	6.047104	6.807648	6.55806	6.3506794	6.5760317	6.339978	6.6195197	6.2957115
143684	7.431755	7.599008	7.420446	7.6700735	7.210684	7.6978765	7.512477	7.3507514
143689	6.0242267	5.847017	6.2169886	6.1604757	6.052715	6.1370907	6.2481546	6.115751
1438	9.446881	10.125595	10.229651	9.997108	9.718578	9.257502	9.839765	9.815019
143872	6.423311	6.431696	6.328925	6.3647466	6.538906	6.2583838	6.310075	6.2141047
1439	5.8402247	6.0312867	5.912446	5.9775395	5.901491	5.9324546	5.845343	5.908319
1440	6.351768	6.2901926	6.0624557	6.34723	5.963513	6.0879784	6.33179	6.417446
144097	5.9688973	5.871507	6.089301	6.084821	6.024284	5.9637504	5.8464665	5.973095
144108	7.239711	7.0488796	7.1180153	7.146091	7.3912554	7.130467	7.001872	6.95884
144165	7.060788	7.497758	7.9968386	7.9568405	7.607993	7.2642856	7.5025706	7.0967727
144193	11.500711	11.748002	11.328349	11.443959	11.07555	11.328349	11.7396	11.218849
144245	6.014107	6.190427	5.98783	6.3430076	6.0876603	6.2424283	6.057131	6.0169683
144363	10.511929	10.255569	10.278072	10.166591	10.092601	10.673368	9.91121	10.092601
1444	6.793772	6.6671896	6.8665476	6.925021	6.923916	6.8468275	6.8631244	6.6232514
144402	8.267763	8.158523	8.081926	8.290877	8.153091	8.437546	8.336987	8.701535
144404	6.138518	6.1005063	5.9063764	6.0139213	6.0168943	5.970976	5.974791	6.1317306
144406	5.9427257	6.0787673	6.3272867	6.283915	6.0909867	6.2394476	6.2141824	6.4427023
144423	5.9387326	5.959753	5.7226954	5.923564	6.262864	6.125152	6.070882	5.9042563
144453	6.5551867	6.4324374	6.4713907	6.2434573	6.140415	6.4262047	6.4241304	6.342384
144455	6.1905622	5.9246106	5.972193	5.895807	5.931005	6.0481205	5.9088044	6.0793405
144577	6.9100857	6.6435003	6.5304995	7.0658174	7.001336	6.783638	6.953578	6.6744394
145165	10.707957	10.238588	10.418688	10.337527	10.35095	10.309713	10.4420185	10.354394
1452	6.737836	6.7804728	6.592191	6.6528068	6.644689	6.517977	6.5978785	6.513928
1453	8.488368	8.77331	8.53189	8.105098	8.367626	8.415398	8.508154	8.512276
145389	6.6732197	6.9799657	6.7325664	6.739737	6.9068475	6.91253	7.0122232	6.8010235
1454	6.144246	6.0934486	6.1167254	5.960897	6.0592747	6.1117387	5.9702754	6.110841
145407	6.0016127	5.810296	5.9250426	5.8501363	5.669341	6.017577	5.7622066	5.9834695
145482	7.3996763	7.389079	7.4302897	7.5723686	7.7591395	7.31607	7.428405	7.5629644
145497	5.8204165	5.8827887	6.097668	5.961403	6.024803	5.9995327	5.9695134	5.913231
1455	9.113568	9.224371	9.177661	9.2653	8.834833	8.59428	9.094527	8.609827
145553	8.022881	7.482834	7.4721565	7.8027596	7.5901337	7.5761914	7.6148024	7.209268
145567	6.5529175	6.188124	6.3389206	6.332317	6.248481	6.3665104	6.320484	6.251157
145645	6.8774676	6.657493	6.625573	6.5354495	6.6104956	6.5449452	6.6900597	6.484966
145942	5.7303634	5.9711924	5.86194	5.8367887	5.8122144	6.0501614	5.699387	5.9153132
145946	6.071316	6.3110547	6.2698874	6.0829496	6.25888	6.136902	6.09074	6.1025105
145978	5.7390065	5.7996764	5.5940843	5.930471	5.7890587	5.979885	5.9798408	5.749118
146	6.1525664	6.3225937	6.0312867	6.0048485	6.0850186	6.0224504	6.00843	6.4006534
1460	10.959814	10.867225	10.915062	10.786062	11.004866	10.645498	10.736925	11.033325
146050	5.9227195	5.986801	6.2195573	6.155231	6.105271	5.9605474	6.307458	6.061455
146183	5.9190936	5.7765102	5.827866	5.8001523	6.0105624	5.874809	5.8702955	5.950462
146198	7.9160466	7.819953	8.129564	8.320233	7.903655	7.938163	8.001393	7.8660784
146223	7.2037907	6.79576	7.4148054	7.1295004	7.007733	7.575927	6.8044796	6.950427
1463	6.671457	6.914563	6.591611	6.549022	6.669727	6.391247	6.9606867	6.6373124
146378	6.1602573	6.1898923	6.057473	5.970556	6.0650196	6.1088324	6.028413	6.1328073
1464	6.1715693	6.2290225	6.059909	6.248763	6.068635	6.0062413	6.1584673	6.305034
146433	6.3909283	6.1922417	6.4278297	6.4898415	6.2670145	6.3795624	6.0838547	6.0536213
146540	5.82364	6.006459	5.6231503	5.87547	6.017067	5.8651557	5.831485	5.873005
146664	5.967467	6.0673437	5.9118104	5.7746234	6.009164	5.9247665	6.0506363	5.727184
146705	6.0668244	6.1476645	6.544513	6.4555936	6.106188	6.4000125	6.4328914	6.4318085
146712	6.04817	5.878289	6.1806984	6.159477	6.2242785	6.2887435	5.7847033	5.999517
1468	9.546688	9.695999	9.578509	9.885027	10.064824	9.80602	9.522096	9.570931
146845	5.941195	5.9122105	5.7229795	6.0335984	6.013561	5.9101834	5.8216815	5.931643
146849	5.6125064	5.809794	5.7186956	5.7189593	5.471974	5.6427674	5.689541	5.8939705
146850	5.8026013	5.8426843	5.992961	5.940531	5.945129	5.9008718	6.01603	6.024152
146923	7.39923	7.5257916	7.644528	7.42369	7.5369024	7.5377836	7.67791	7.400663
146956	6.0408916	6.0416512	6.215986	6.0596538	6.099738	6.0132494	5.8445764	6.001169
147	8.111202	8.26312	8.539524	8.678676	8.167233	8.524206	8.940599	8.70938
1471	13.011509	12.714257	13.011509	13.059167	13.066858	12.90447	13.169282	13.199747
147138	5.9949427	5.966446	6.083614	5.8875217	5.867679	5.821904	5.776214	6.07806
147166	6.355711	6.1372104	6.0099244	6.0406785	6.132252	6.137854	6.104214	5.9202747
147179	6.5126214	6.766888	6.3329396	6.3001094	6.367471	6.399286	6.5645585	6.4771533
147339	8.72634	9.047033	8.893037	8.830235	8.627674	8.8947525	9.029465	8.959973
147372	6.3612885	6.4653897	6.65688	6.5102954	6.5567226	6.854409	6.5359116	6.5089965
147463	6.5825024	6.4171076	7.226161	6.9206176	6.730257	6.7044897	6.519906	6.5800543
1476	10.335881	11.338077	11.025722	10.7738905	10.876387	10.35095	10.99321	11.161416
147645	6.0865245	6.381327	6.2446656	6.181132	6.201815	6.340053	6.3381014	6.5960107
147657	6.466088	6.920272	7.0498314	6.9628663	6.814578	6.938133	6.9717684	6.733043
147746	6.058239	5.9465966	5.900834	5.8927765	6.039494	5.9689875	6.005735	5.913089
1478	6.9793763	7.402283	7.139204	7.227712	7.282019	7.1531215	7.387938	7.460485
147841	6.4405084	6.7406993	6.495699	6.4210105	6.7455597	6.532422	6.7898703	6.5650773
1479	7.04153	7.4472117	6.8499293	7.599251	7.4017634	7.3631883	7.184407	7.389545
147906	7.3725348	7.839756	7.6333885	7.717482	7.4820943	7.323374	7.6085124	7.2519655
147912	8.158817	8.5170555	8.669391	8.636426	8.71277	8.490352	8.526781	8.818406
147947	5.6151443	5.879358	5.74046	5.8360724	5.833397	5.7412214	5.831232	5.809958
147965	7.238063	7.642352	6.9478703	7.378542	6.9473305	7.135675	6.9095426	6.927864
147968	7.7276864	6.8537116	8.00759	7.338595	7.260174	6.984269	8.082581	7.514283
148	6.78654	6.7784348	6.8469872	7.0308495	6.899203	6.948444	7.052349	6.823132
148014	6.218215	5.787813	5.86641	5.9486604	5.9219284	5.875021	5.9505115	5.881031
148066	5.7800145	5.863794	5.9834833	5.911112	5.7911887	5.88719	5.6279273	5.884714
148213	5.7943664	6.0011816	6.084935	5.937134	5.9758525	6.068221	6.066871	5.9439526
148223	6.926417	7.0865664	6.8061323	7.1910872	7.023123	6.713026	6.879085	6.8574257
148231	5.667609	5.7698	5.9105387	5.719359	5.6304674	5.644717	5.6607614	5.646819
148254	5.9385676	5.8121963	5.9895086	5.9937296	6.0714936	6.0492506	5.9964705	5.847384
148304	6.670743	6.4167247	6.576258	6.477476	6.5061903	6.583559	6.1475763	6.301317
148327	6.239305	5.8796854	5.8297944	5.9124064	6.1603823	6.1920114	6.026941	6.1693335
148423	8.198809	8.306788	8.176288	8.195268	8.036032	8.271752	8.248171	8.082581
148523	6.5485396	6.2247047	6.517861	6.3317213	6.6354003	6.8931823	6.293448	6.861719
148534	9.103586	8.629206	8.557852	9.021199	7.9553676	9.05326	8.84566	8.62487
148581	6.2285624	6.127897	6.2145853	6.260802	6.2818885	6.1555767	6.1822286	6.181539
1486	9.640306	9.402426	8.941052	8.841095	9.357667	9.639018	9.127434	9.6033745
1487	8.89519	8.83098	8.898672	8.702727	8.992114	8.989046	8.903426	9.162563
148709	6.0916076	5.9284663	6.0814953	6.119459	6.0180492	5.981895	6.198587	5.878192
148789	6.167679	6.4081182	6.351499	6.286797	6.3250866	6.415559	6.292496	6.23401
148867	9.351943	9.546035	9.575589	9.515355	9.651349	9.705526	9.405047	9.871199
148932	8.932097	8.708151	8.569091	8.234675	8.537548	8.13451	8.883016	8.563371
1490	10.514826	11.174006	11.626302	10.588978	11.287963	10.990296	10.354394	10.719174
149076	8.091729	8.098943	7.9730406	8.186975	7.960469	7.9340925	8.016061	8.17011
1491	9.418343	8.541349	8.6698	9.217629	9.542421	8.970549	9.367175	9.632231
149175	5.9262924	5.8666143	6.052787	6.131931	5.981404	6.0902166	5.884187	6.125633
1493	6.268382	6.0749555	6.801845	6.482044	6.406729	5.9253764	5.7620516	6.0814953
149345	6.125229	5.811783	6.012161	6.122283	6.1083255	5.844753	5.932345	6.121029
149428	6.3370175	6.154877	6.482803	6.3770432	6.7215724	6.3095064	6.1861844	6.1636033
149466	6.439517	6.567493	6.122615	6.258284	6.326085	6.2993846	6.372586	6.4336295
149473	6.955973	7.070546	7.3999476	7.0948606	7.0466433	7.0948606	6.6178875	6.965617
1495	10.705843	10.757782	10.767206	10.581688	10.582656	10.528696	10.573554	11.008667
149603	6.6717434	6.559209	6.658027	6.812253	6.864286	6.7607045	6.6869416	6.704961
149699	5.98385	5.9008965	5.8736477	6.0561633	5.950744	5.982504	5.9200583	5.6822877
149840	6.166731	6.1324797	6.229335	6.2492347	6.1816435	6.2032275	6.113313	6.1193156
1499	6.1600513	5.739318	5.875908	5.94154	6.0318604	5.8333044	6.0150514	6.1456304
150	6.2578006	6.0451183	6.2250543	6.215629	6.2188153	6.2491426	6.1480913	6.265831
1500	6.2903037	6.3077044	6.303318	6.3028007	6.305851	6.1889434	6.275942	6.13067
150094	9.552793	10.075147	10.191139	8.239283	8.857789	7.808753	8.973363	9.011662
1501	5.847682	5.9884067	5.682029	5.7990904	5.8379273	5.9056234	5.8448625	5.798856
150209	6.204428	5.8589163	5.7934747	5.7125063	5.765717	5.6541443	5.9455204	5.946989
150223	6.5037346	6.184577	6.3671837	6.3694987	6.2388306	6.4167247	6.3681593	6.370155
150275	8.772512	8.948596	9.1600895	9.519903	9.414311	9.361632	9.042977	8.896774
150365	6.151279	5.8337383	5.924112	5.9731965	6.1063375	5.822191	6.060046	6.004156
150368	6.149776	6.0222607	6.376966	6.133065	6.214427	6.3415823	6.1692142	6.1696105
150383	5.93432	5.827615	5.804595	6.118304	6.0557156	6.1759343	5.869524	6.2434573
150465	7.644528	7.6991925	7.931802	7.8296685	8.1984825	7.936942	7.8681498	8.108374
150468	5.837883	5.9087415	6.263964	6.0731344	5.979602	5.950042	5.9394116	5.794727
150590	5.7480135	6.009108	6.15755	6.071316	6.10916	5.8445163	5.902153	5.984698
150678	6.3189125	5.8510838	5.899386	5.8013935	5.971749	5.834018	5.880089	6.0215592
150681	5.8938556	6.1604476	5.9914174	6.274075	5.9765825	6.1410336	6.1545115	6.16418
150696	6.0707936	5.745127	6.3311677	6.2798843	6.118937	6.0752273	6.1927695	5.9928136
150709	6.007522	6.2228723	6.152619	6.247329	6.147133	6.136611	5.982477	6.2441926
1508	12.051581	11.6912155	11.968462	12.295207	12.071855	11.840508	12.306331	12.229528
150864	7.963997	8.3421335	8.50406	8.725469	8.167601	8.107106	8.164396	8.151105
150921	6.0971236	5.8729553	5.989898	6.0755315	5.876246	5.85645	5.9662194	6.0707183
150962	7.1348166	7.1786337	7.104113	7.493299	7.219606	7.489185	7.0753417	7.1001673
150992	6.2120657	6.08185	6.0486174	6.1367393	6.1315975	6.187533	6.182429	6.011317
151011	7.603664	7.682581	7.582108	7.4530888	7.039536	7.456516	7.8394384	7.535231
151050	6.025896	6.1214643	5.9527335	5.8943233	5.981934	6.199546	5.961765	5.863965
1511	7.715312	6.812253	6.837297	7.7120867	6.2426124	6.9879584	7.232232	7.17657
151126	8.495114	7.930055	8.282303	8.301703	8.06179	8.557113	8.004321	7.113784
151188	7.652539	7.8423433	7.603073	7.9022317	7.3702545	7.7051134	7.637373	7.311848
151195	7.1636524	7.23603	7.0403385	7.189554	7.1280284	7.0334663	7.2515283	6.935959
151230	6.164497	6.1345615	6.140737	6.2083535	6.074485	6.298692	6.1604476	6.28715
151246	6.054399	6.1531215	6.052493	5.8665204	5.9505	6.0167365	6.1831493	6.0795417
151278	7.036826	7.200539	7.0178084	6.90181	7.124317	6.852869	7.1826935	6.908452
1514	8.484106	8.447578	8.363837	8.428486	8.033697	8.175938	8.776919	8.699643
151449	7.4969974	7.197918	7.3584514	7.1346164	7.6483335	7.245563	7.362972	7.187605
1515	6.018618	5.977412	5.959482	6.0639825	5.979885	6.3005314	5.9986625	6.1778054
151531	7.8640347	6.624593	9.2933035	6.5549603	9.648877	6.4741917	6.9383206	6.901122
151556	6.0657487	5.884533	6.0458922	6.0767074	6.067254	6.034322	5.9878163	6.005513
151613	7.557561	7.9897265	7.9770937	7.9475393	7.873357	7.9466653	7.662816	7.8458085
151647	6.399754	6.626436	6.207118	6.3565745	6.3380218	6.3661304	6.565918	6.460698
151648	6.0888677	6.080508	6.1088324	6.0157824	6.069359	6.115171	6.0728807	6.10023
151651	6.006503	5.917831	5.843862	5.9672723	5.8671308	6.0243983	5.9390492	5.934695
151742	5.9390492	5.7798758	5.8556046	6.0756636	5.8213196	5.868919	5.781141	5.7965446
151790	6.421877	6.492903	6.403702	6.4445186	6.352693	6.3250194	6.3998475	6.2065754
1519	9.583823	9.286193	10.051103	9.717971	9.420396	9.687585	9.516499	9.626422
151903	9.258563	9.3063345	9.288168	9.212628	9.459156	9.119782	9.37027	9.614062
152002	7.303554	7.2994347	7.523361	7.202161	7.4168944	7.035776	7.290967	7.0658174
152006	8.017277	8.584517	8.479105	8.653234	8.346094	8.652081	8.457305	8.288782
152007	8.933005	9.697326	8.909703	8.692037	8.816408	8.5664215	9.217629	8.219649
152137	6.116648	6.4460483	6.326423	6.187287	6.3641796	6.4756403	6.327547	6.467309
152185	5.9290147	6.052001	5.810363	6.068491	5.825969	5.9253387	6.0030684	5.853282
152302	6.3273544	6.368463	6.25809	6.2746277	6.2543426	6.3051043	6.305428	6.223858
152404	6.5001273	6.607626	6.376115	6.4132953	6.299783	6.508683	6.353368	6.266209
152485	6.3126197	6.401419	7.1782026	6.7995334	6.277433	6.4254203	6.4262047	6.385974
1525	9.9298	9.751909	10.007882	9.616445	9.874803	10.009373	10.043551	10.165764
152503	8.905539	9.020817	8.811841	9.04846	8.828213	9.388657	8.91424	9.400317
152519	8.881706	9.003685	7.691877	8.251907	8.156991	8.657495	8.484448	8.1276455
152559	7.0306654	6.4223013	7.1293163	7.0100613	6.8469872	7.269069	6.900246	6.9280744
152579	5.870798	5.943578	5.784897	5.799893	5.885842	6.1603456	5.9534445	5.983731
152789	6.539866	6.3671837	6.37283	6.483746	6.317411	6.44723	6.314201	6.446556
152815	6.95135	7.2622766	7.2591968	7.1430154	7.2521753	7.460996	7.354282	7.3021064
152877	5.8278165	6.048083	6.0367937	6.067781	5.8434515	6.0180006	5.9600806	5.9664073
152926	6.414249	6.371198	6.7107882	6.707769	6.368971	6.4128675	6.546358	6.2886024
153090	6.1623225	6.418103	6.160288	6.483544	6.1600513	6.1512275	6.2254977	6.3456964
153222	8.123274	7.9725285	8.296013	8.273222	7.7606297	8.18406	7.820832	7.820832
153241	6.3770432	6.215196	6.00568	6.2297735	5.971003	6.1097565	6.06268	6.1484485
153339	7.3261976	6.8249793	6.8620872	6.6548414	7.269313	7.3787556	6.9639535	6.9734373
153364	6.7376823	6.327943	6.447992	6.5615525	6.6963277	7.0236616	6.360411	6.9753575
153396	5.9057364	5.9403563	5.8795743	5.912222	5.9061165	6.161818	5.736077	5.9145927
1534	6.055274	5.951974	5.918801	6.0935645	6.086207	6.240157	5.9088416	6.1302
153443	7.4032087	7.483091	7.3101974	7.36537	7.3370953	7.702702	7.1422243	7.598509
153527	9.577265	9.540233	9.497052	9.683364	9.589576	9.651349	9.6703415	9.392222
153572	5.7766333	5.938181	5.7914386	5.774419	5.869602	5.939966	5.8369956	5.9512725
1536	7.8625913	7.538351	7.875639	7.2625117	8.471582	7.843183	7.840607	8.010026
153643	5.9336834	5.879807	5.9272327	5.9968605	5.9701457	5.8525696	5.8344884	6.0272274
153684	6.209192	6.249677	6.2941446	6.301085	6.5485396	6.352362	6.342725	6.0401955
1537	11.342964	11.026907	11.174006	10.834976	11.475912	11.372001	10.84881	11.257344
153733	5.9374137	5.9804187	6.2225	6.0292535	5.956549	6.069692	6.186491	6.065904
153768	6.0100784	5.9003944	5.7493296	6.004528	5.8623853	6.048893	5.9574795	5.6960115
153769	6.4745193	6.957898	6.682859	7.188269	6.8395424	7.187605	6.358562	6.2914534
153830	7.305002	7.1033726	7.054761	7.118681	6.827657	6.749443	7.5550404	7.0321765
154	10.052686	8.717998	8.538337	9.090736	8.798115	8.77331	9.047999	8.648459
1540	7.4719076	7.6350107	7.715078	7.6929607	7.349306	7.403662	7.641402	7.51119
154075	6.2918096	6.3359222	6.758956	6.594792	6.353293	6.367471	6.3311677	6.3421082
154091	7.8912096	6.822469	7.42024	7.832155	7.667002	7.307029	7.202514	7.311356
154214	7.120092	7.333768	7.204679	7.2963014	7.100783	7.209034	7.282681	6.948444
154215	5.9398103	5.9415274	5.8789196	5.8829885	5.8093305	5.8769526	5.7185564	5.8145
1543	7.617579	7.5667224	6.7725368	8.769004	7.2867103	7.877418	8.092635	7.234049
1544	13.147027	12.871467	13.191329	13.880158	12.983816	13.729383	13.551489	13.830132
154467	9.264214	8.224252	8.576256	9.194674	8.771756	9.55576	8.168219	8.211123
1545	7.1709914	6.9375606	7.368114	7.203975	7.0775847	7.502821	6.8765984	7.1919093
154664	6.0414543	6.0181084	6.0105214	5.840705	5.9481897	5.858177	6.297572	5.9572253
1548	9.695999	11.172617	10.795453	11.531756	11.376356	9.799146	11.78883	10.6072
154810	6.440979	6.304859	6.2653284	6.3045573	6.427439	6.2788205	6.394299	6.248108
154881	5.829876	5.969478	6.260507	6.229294	6.1998944	5.9111357	6.312864	6.114848
1549	10.040591	9.621308	9.095555	9.350476	10.127857	8.920312	9.674831	8.339655
155038	8.203259	8.144866	8.827787	8.659089	9.043864	8.607059	8.8376875	8.725906
155051	5.950042	5.762004	5.7513556	5.728272	5.713007	5.904245	5.8026743	5.971774
155061	8.291936	8.241959	8.197541	8.380295	8.151746	8.139243	8.412463	8.622877
1551	11.060832	9.682824	11.407587	10.818442	10.383276	10.363551	10.107758	11.792711
1555	8.117185	7.5162773	6.2460246	6.9625072	7.36699	7.409765	7.679185	7.677126
1556	8.618104	8.998888	6.4868684	7.036826	8.150819	7.23047	8.576682	8.299554
156	5.582905	5.7798963	5.829076	5.862692	5.784897	5.814684	5.9044666	5.8883915
1571	15.225428	14.40774	15.225428	15.251585	15.186968	15.119185	14.993384	15.186968
157313	5.994798	5.902309	6.0479503	5.899112	6.0245647	5.9599676	6.062275	6.0299067
157378	6.1391954	5.9919863	5.918465	6.11329	6.147218	6.0070157	6.1958694	6.1054964
157570	5.643679	5.7860675	5.594884	5.691288	5.605303	5.7288485	5.87883	5.7923965
157627	5.7475543	5.680081	6.1057916	5.8783374	5.892288	5.8837166	5.8688374	5.8848524
157638	8.057674	8.025082	8.274202	8.281683	7.765997	8.388066	8.165318	7.9932876
157697	7.6044135	8.087556	7.7910404	8.2276125	7.5878434	7.749764	7.5257916	7.898557
1577	12.612223	12.529124	12.180192	12.1406975	12.593081	12.628783	12.724396	12.1983185
157753	5.871878	6.1681013	5.7765102	5.819604	5.971181	6.3151	5.9944496	6.063434
157769	7.145212	6.818574	6.9366403	6.995412	6.9929366	7.4067645	6.888505	7.217555
1579	14.769504	14.621735	14.464818	14.66948	14.214147	14.693989	14.693989	14.454266
157983	7.3316936	6.6497474	7.001872	6.5752363	6.885509	7.1233063	6.9416466	6.295498
158	10.271673	9.938336	10.211349	10.020109	10.330952	10.333372	9.785648	10.137164
158046	6.0698256	6.0857906	6.3077545	6.228027	6.265118	6.1020417	6.2843595	6.1543436
158055	5.896291	5.976923	6.135617	6.043887	5.882374	6.0032177	6.0972915	5.812229
158056	7.5795054	7.455006	7.133765	7.6598287	7.533885	8.100038	7.0859284	7.747994
158067	5.8430533	5.8321548	5.722662	5.712441	5.909429	5.6676717	5.920249	5.861578
158135	6.1198936	6.070343	6.051641	6.060458	6.1023993	6.178846	6.0776067	6.057559
1582	12.300904	12.650292	12.727926	12.599885	12.687866	12.9566	12.751838	13.112268
158219	6.8915157	6.794572	6.730257	6.904448	6.4351645	6.8497396	6.9719567	6.8465104
158248	7.213921	7.338121	7.0482616	7.0102773	7.0961766	7.128934	7.0872245	7.0707326
1583	7.4557767	7.571334	7.7311845	7.959646	7.9290814	7.7327886	7.483091	7.593147
158326	5.642931	5.5702887	5.8027706	5.680767	5.7784305	5.913022	6.1089	5.919403
158358	7.320359	7.2576985	7.372341	7.3753333	7.513991	7.3735094	7.3111463	7.308918
158381	6.5504665	6.252958	6.2435055	6.2809854	6.3287983	6.2102575	6.2897544	6.178103
158399	6.1019955	6.059808	5.96057	6.0833154	5.885392	6.076368	6.069594	6.1386776
158427	6.7947397	6.7785854	6.926069	6.813588	6.9142194	6.9612865	6.915304	6.885193
158431	5.9105973	5.985362	5.7392354	6.017125	6.194443	5.99905	5.8361216	5.9657288
158584	7.4505987	7.4594	7.2543693	7.181038	7.7379804	7.007192	7.5264826	7.6052146
158747	7.2685986	7.5091214	7.847269	7.7758865	7.587041	7.6714387	7.748587	7.8019223
158798	5.7373104	5.784346	5.8522396	5.837224	5.777836	5.764541	5.6998463	5.76413
1588	5.9420214	5.962544	5.8595586	5.927053	5.7468204	5.7907495	5.5888634	6.0488443
158835	5.985714	5.99465	5.835413	5.97184	5.919444	6.0553946	6.046763	5.769892
1589	7.7038584	8.404245	7.9767737	7.273427	7.9477973	6.8810177	7.5761914	8.081926
159	7.442683	7.1735783	7.3750987	7.207665	7.0260177	7.2828736	7.540631	7.4451947
159090	6.976897	6.7128625	7.229383	6.9339085	7.0488796	6.935199	7.000094	7.1230946
159091	5.9025035	5.9031897	5.8711405	6.0726514	5.907969	6.1931553	5.9830503	5.8247104
1592	9.016124	8.105762	9.658091	9.439518	9.393261	9.923825	10.151327	8.902184
1593	12.86407	12.58983	12.748443	12.86407	12.802494	12.650292	12.707638	12.81282
159371	7.8071837	7.7947927	7.473403	7.42024	7.4781513	7.7591395	7.141177	7.769388
1595	7.746891	7.3967776	7.547366	7.2035627	7.9965034	7.7355127	7.716425	7.776468
159686	6.4861646	6.50687	6.528996	6.4867787	6.4238625	6.432258	6.8100157	6.4729652
16	11.194132	11.538367	11.624338	11.482671	11.665975	11.593374	11.362037	11.340002
160	6.6326523	6.434212	6.355999	6.624049	6.6323395	6.6103606	6.4827	6.753807
1601	9.12175	9.462473	9.281249	9.455208	9.205538	9.448994	9.73252	9.241021
1602	7.0453954	7.521686	7.2958946	7.042864	7.273645	7.4562387	7.3264065	6.95973
1603	11.765743	11.823838	11.582551	12.028905	11.990116	12.258413	12.035799	11.846308
1604	8.532242	8.427796	8.568358	7.706231	8.343921	7.8102274	8.662648	8.470853
160418	7.682581	7.4484644	7.572636	7.7357616	7.194486	7.5952034	7.522689	7.539918
160419	6.055491	6.187208	6.16701	6.154284	6.146243	6.0146933	6.282182	6.2286353
1605	9.667275	9.12222	9.253864	9.460836	9.573273	9.527569	9.375587	9.51928
1606	5.6378293	5.787008	5.8759446	5.7175508	5.6937847	5.9305162	5.7575574	5.7592564
160622	7.28604	7.3792157	6.984597	6.7285247	6.7194867	6.8055086	7.1160765	6.860973
160857	6.3111234	6.223293	6.446949	6.278542	6.166183	6.1844707	6.305966	6.1623883
160897	6.818931	6.7502575	7.239312	7.190868	7.6536174	7.4162292	7.2124147	6.875636
1609	7.330189	7.1698256	7.4861803	7.5447583	7.3101974	7.206995	7.516025	7.3454943
161142	5.8125534	5.8355355	5.7445827	5.887378	5.8245444	5.8739634	5.9712167	5.9685235
161176	6.136985	6.1820173	6.1838202	5.969588	6.018426	6.048549	6.1537023	6.003149
161198	8.526389	8.453674	8.021885	8.22795	7.8426275	7.6625743	8.488758	7.7933373
161247	8.570944	8.015067	7.6617603	8.310389	8.323055	8.71312	8.197541	8.506258
161291	8.484842	8.65403	9.112684	8.893389	8.705161	8.766645	8.506604	8.645717
161424	6.888669	6.7659087	6.65816	6.8776107	6.753807	6.807142	6.851536	7.116941
161497	6.422054	7.262062	6.615549	6.7254925	7.1729336	6.738019	6.818193	6.759439
1615	11.450789	11.983836	11.786871	11.805074	11.655825	11.673521	11.944445	12.073794
161502	5.7952027	5.880036	5.549568	5.9069285	5.7150598	5.797778	5.9357986	5.9128942
161514	5.7055817	5.7815228	5.634207	5.7438803	5.797106	5.596684	5.8472486	5.9144387
1616	7.00702	7.0351605	7.2000604	7.0321765	7.2589746	7.133369	7.274327	7.4533
161753	6.467594	6.338793	6.4312043	6.1698294	6.1095295	6.204883	6.4179225	6.149831
161779	6.605889	6.295498	6.439831	6.422054	6.578167	6.318542	6.240479	6.4108086
162073	6.3534436	6.2706513	6.523884	6.105771	6.08609	6.295871	5.968626	6.2561607
1621	9.014353	9.726589	9.910542	8.629206	9.380066	8.84615	10.477185	7.908329
1622	10.168714	9.849856	9.450129	10.0144825	9.985015	9.915462	9.943514	9.727798
162239	6.280607	6.3271694	6.275309	6.5523024	6.2382874	6.7059298	6.1571507	6.130426
