GSM2367567	GSM2367568	GSM2367569	GSM2367570	GSM2367571	GSM2367572	GSM2367573	GSM2367574
84848	7.642598	8.09426	8.042115	8.648873	7.0302715	8.029701	8.891508	8.010984
84859	6.944724	7.199414	6.9369884	7.2406173	7.003748	7.025818	7.0549645	7.108876
84861	8.413647	8.524545	8.853458	8.770429	8.5687065	8.427129	8.445433	8.243887
84870	7.795322	8.012426	8.020861	7.9361243	7.817142	8.041476	7.7109237	7.8246045
84871	6.093977	5.9294353	5.902246	6.0473905	6.17765	5.91395	6.094492	5.964542
84872	6.7373714	6.948444	7.039933	6.9059353	6.828863	6.794572	7.013401	6.6557
84878	6.7335243	6.6429176	6.6657324	6.388256	6.832576	6.51493	6.701066	6.6509905
84879	8.772856	7.934376	8.065862	7.9456897	9.23748	7.781218	7.4779263	8.72894
84883	6.5623555	5.989088	6.3951344	6.151943	6.405431	6.383196	6.327943	6.379807
84885	7.781218	7.6124396	7.523902	7.6041603	7.837716	7.5437512	7.446941	7.662287
84886	7.5662184	7.71666	7.8454924	7.699983	7.925887	7.5743937	7.7530494	7.751623
84894	6.076049	6.1257114	6.009431	6.150411	5.9269347	5.9514966	6.032915	5.9065514
84896	7.0193734	6.7299356	6.723391	6.7784348	6.7706733	6.9511943	6.8897815	7.0234866
84900	6.420822	6.5485396	6.558938	6.4619856	6.234715	6.374096	6.296044	6.203302
84901	6.646146	6.6544337	6.4610205	6.3915696	6.302683	6.177031	6.334313	6.566751
84902	6.181679	6.2981057	6.1996593	6.0530295	6.160921	6.045737	6.007132	6.1019354
84904	5.957252	5.8422875	6.1324797	5.9646273	5.890339	5.8837814	5.794632	5.9054747
84905	6.23284	6.214307	6.2656326	6.561295	6.452801	6.3543053	6.3378773	6.0386443
84908	8.621594	8.651302	8.82347	8.833175	8.950818	8.940172	8.494478	8.691228
84909	7.7970653	7.7069764	7.8799567	7.2945867	7.9838705	7.765095	7.398986	8.3813
84913	8.194964	8.139933	7.5277066	7.8787956	8.099303	7.881418	8.02613	8.458037
84915	6.087482	6.188795	6.3215346	5.9458466	6.1779327	5.7950783	6.051965	6.27247
84918	7.182496	6.725937	7.0963845	7.144801	6.852207	6.997575	6.70913	6.935385
84919	6.258284	6.0962524	6.162926	6.03482	5.915185	5.998221	5.979127	6.139686
84922	7.076445	7.1295004	6.9186325	6.918456	7.109107	6.9575186	6.7673774	7.024484
84926	8.039998	8.012666	8.488758	8.21739	8.18861	8.082883	8.037308	8.121439
84928	8.175259	8.356077	8.305502	8.101271	8.220597	8.343557	8.332093	8.505637
8493	7.3310156	7.3360085	7.232885	7.2591968	7.181481	7.586795	7.2722917	7.131573
84930	6.562971	6.6769657	6.652678	6.543581	6.3894925	6.4652066	6.326616	6.428174
84933	9.6703415	9.38352	9.468495	9.476102	9.610032	9.560603	9.530769	9.387685
84936	8.520427	7.9361243	8.111512	8.139933	8.35435	7.971831	8.018485	7.7572517
84941	6.468777	6.5455403	6.681866	6.4670167	6.6060357	6.1491895	6.4946322	6.473487
84942	7.1101904	7.3199387	7.3470626	7.013777	7.1959844	6.9178867	7.0900464	7.2270327
84947	6.2455897	6.289234	6.484716	6.423668	6.488671	6.25809	6.616707	6.528326
84948	7.5883226	7.029365	7.3972435	7.277429	7.759697	7.457975	7.5677876	7.7815223
8495	10.53773	10.494623	10.33426	10.646626	10.6091	10.319461	10.3650875	10.439358
84950	6.983162	7.3665476	7.255929	7.0028267	7.0425134	7.0031776	6.890842	7.0143857
84951	5.959136	5.9514966	5.9731197	6.1693	6.013996	6.107974	6.0270743	6.203417
84957	6.1139493	5.4827814	5.4396973	5.7080274	5.8447685	6.0061836	5.71673	5.5241413
84958	5.8987684	5.944966	6.0999455	5.959829	6.070034	5.7160063	5.9303565	5.847984
8496	8.061124	8.748107	7.989403	8.18861	8.204906	8.183415	8.029701	7.9621863
84960	6.171275	6.381498	6.2852044	6.140102	6.335393	6.463274	6.1596165	6.217528
84961	7.7231436	7.708837	7.901299	7.678416	7.666285	7.9183555	7.883776	7.4297915
84962	7.796795	7.6611648	7.55583	7.385816	8.022532	7.431015	7.607496	7.7947927
84964	7.814396	7.7876563	7.621322	7.695332	7.796795	7.616835	7.8019223	7.570796
84975	7.82249	7.944485	7.7761974	7.8631573	8.014221	7.966058	7.9613204	7.951694
84976	8.23397	7.938163	7.460224	8.403194	7.847001	7.596921	8.056732	7.2263913
8498	6.4994893	6.4910226	6.700345	6.5636187	6.671018	6.7145553	6.65657	6.8897815
84984	6.0209055	5.8906302	6.1547956	5.9299626	5.8607645	5.9193664	6.004458	6.021435
84986	7.314928	7.478399	7.4663644	7.4926004	7.552579	7.368114	7.259679	7.3170285
84987	9.032168	8.313043	8.358726	8.856472	8.962238	8.666196	8.862215	8.579174
84993	7.149876	6.9286	7.3040977	7.0209513	7.2208843	7.031489	6.7906623	7.1622243
85002	6.2835927	6.3454657	6.2663074	6.1409535	6.246685	6.1049147	6.197337	6.0637207
85004	6.3303456	6.7438517	6.944948	6.807142	6.363007	6.7132063	6.620935	6.4543605
85007	8.5428	8.549295	9.07115	8.201064	8.932503	8.582215	8.474831	8.964829
8501	7.4624734	6.7723975	6.6990576	7.0325565	7.0094767	6.958066	6.5489087	6.9286
85012	7.9978366	8.303445	8.132824	8.172988	7.8887043	7.660125	8.290137	7.71666
85013	5.7232943	5.94302	5.901764	5.9419613	5.7373104	6.0849776	5.9587464	6.0568137
85019	6.591856	6.2596183	6.276896	6.5942507	6.5308437	6.2227097	6.2471004	6.424885
8502	6.757467	6.503519	6.4581347	6.543918	6.5728393	6.7016945	6.44175	6.373636
85021	6.7916293	6.7400193	6.706254	6.773728	6.5859466	6.7620974	6.6691484	6.8762197
85025	9.565822	9.640859	9.685831	9.76923	9.268563	9.685831	9.683364	9.431319
85027	6.0813923	6.550721	6.186895	6.1554093	6.09481	6.3206835	6.269539	6.160203
8503	5.7770715	6.0413437	6.173191	6.01187	5.855581	5.880515	6.0220575	6.324333
8506	5.648372	6.306584	6.0620985	6.1440015	5.910501	5.802343	6.2119837	6.1423087
8510	7.267213	7.6460724	7.4456515	7.814136	7.7109237	7.580297	7.820573	7.3570147
8514	5.9279075	5.927378	6.12645	5.8511395	5.809759	6.0384736	6.0466332	5.9996295
8519	10.164299	10.5259905	10.206414	10.269906	10.348341	10.382291	10.342622	11.313076
8520	6.592469	6.5594335	6.469735	6.785251	6.5493593	6.615951	6.4439187	6.541874
8521	6.1055202	6.483105	6.217641	6.217453	6.197458	6.222199	6.2301784	6.1459384
85236	11.511795	11.687745	11.7396	10.88641	11.29439	11.571291	11.719094	11.270474
8527	6.146243	6.145444	6.2405715	6.0353117	6.2331233	5.9184437	6.0557156	5.9957023
85285	5.6921883	5.7610474	5.7287884	5.733623	5.84264	5.7399817	5.789021	5.945468
8529	9.2234	9.358694	9.437806	9.240481	9.760808	9.236966	9.550461	9.729509
8531	9.604464	10.333372	9.616946	9.410766	9.252879	9.206061	9.933302	9.837788
85315	6.2858734	6.423483	6.857238	6.755993	7.1775403	6.6808243	6.8901186	6.666032
85318	5.9941936	6.023699	6.2053475	6.306454	6.1106844	5.9931087	5.8828964	6.0037956
85319	6.4600034	6.2688456	6.360783	6.205274	6.1275287	6.325883	6.2452784	6.174491
85320	6.3747435	6.402557	6.482379	6.4180136	6.477364	6.4346766	6.4846034	6.429589
85329	6.1319566	5.9724145	6.0600133	5.950367	6.0536213	6.1288147	5.999203	5.9538374
8535	6.525802	6.6162057	7.1025615	6.458225	6.9220924	6.800672	6.571976	6.8376403
85364	7.122454	7.2809196	6.8747916	6.9318748	7.330189	7.1477833	7.1862893	7.2828736
85369	6.452324	7.1906505	6.584455	6.854086	6.687233	6.767971	6.528996	6.533049
85376	6.42595	6.5424366	6.4153714	6.437834	6.375741	6.4019494	6.6450605	6.376662
85397	6.1305985	6.008973	5.8401003	6.190525	5.969501	5.888417	5.9718795	5.795969
85403	7.2478347	7.1917024	6.8615584	6.724311	7.1860375	6.973653	7.057157	6.9377418
85406	6.883573	6.7119694	6.913325	6.8651276	6.948081	7.2102394	6.5814795	7.000094
85413	5.801913	5.8734083	5.837524	5.7843065	5.7680798	5.8808208	5.7043486	5.583893
85415	10.451391	10.513882	10.557976	10.104688	10.838426	10.288592	10.523163	10.352682
8543	8.785218	8.869312	9.124692	8.679841	8.731969	8.886349	8.712044	8.644118
8544	7.8007126	7.325001	7.4508524	7.6691613	7.683686	7.7311845	7.756906	7.637907
85440	7.752211	8.011893	7.8487124	7.7509894	7.8860316	7.728199	7.6828356	7.9408064
85445	6.01743	5.872834	5.828511	5.9363317	5.936584	5.9185534	5.979022	5.885961
85453	6.342589	6.5067472	6.8160653	6.7297673	7.12551	6.48834	6.6654334	6.700489
85455	6.280714	5.978073	6.02104	6.0440097	6.1410336	5.9074407	5.9468803	6.178913
85457	8.422534	8.262809	8.243544	8.117185	8.401417	8.734216	8.464796	8.385604
85458	7.279287	7.298235	7.268835	7.2072	7.4530888	7.2947855	6.9291444	7.0055118
8546	9.215087	9.781162	9.512502	9.664749	9.322925	9.33974	9.592513	9.388657
85460	6.790971	7.3185935	6.9780755	7.173353	7.004307	7.0796194	7.0975657	7.0836487
85464	7.7947927	7.7806473	7.748295	7.769388	7.729023	7.753325	7.6274986	7.9073772
85465	8.030979	7.8051143	8.110248	7.817944	8.288446	8.016061	8.136494	8.332093
8547	12.941778	13.742666	13.774191	13.526047	13.658198	13.767811	13.691478	13.597105
85476	9.577915	9.561825	9.567489	9.580945	9.467494	9.622933	9.378878	9.616445
8550	7.598509	7.2722917	7.5025706	7.506067	7.2315173	7.412888	7.4515777	7.5782294
85509	5.6498265	5.8198595	5.843174	5.706724	5.839325	6.0534534	5.709221	5.8017898
8553	12.549983	12.553361	11.382824	10.125595	11.78883	11.304575	12.0246	11.968462
8554	8.056414	8.652918	8.743787	8.631091	8.3275795	8.352584	8.525261	8.45658
8555	8.293929	7.960469	8.166919	8.45658	8.430366	8.38463	8.109882	8.304108
8556	6.0586314	6.1461043	6.292031	6.4362035	5.9276156	6.1284847	6.0903454	6.069302
8559	6.969382	7.1737933	6.968817	6.8010235	7.1126275	7.2246623	7.0153747	6.9746
8560	8.277674	7.908329	8.3272505	8.100652	8.050703	8.381953	8.068439	8.550836
8562	7.7796035	8.211817	8.140633	8.143907	8.204531	7.7477236	8.347831	8.040289
8564	8.998888	9.107165	8.829865	8.796075	8.943022	9.564688	8.349596	8.987739
8566	8.850049	8.785218	9.247502	9.097523	8.887612	8.939302	8.625303	8.940172
8569	8.140937	8.378199	8.324728	8.003417	8.495796	8.080283	8.382921	8.384314
857	8.705474	9.499389	8.963574	8.997476	8.564399	8.640612	8.947771	8.946144
8570	8.871544	9.296328	8.959472	8.964504	9.265842	8.916372	9.123101	9.197073
8573	7.1970983	7.0500703	7.036194	7.384193	6.969382	7.0915637	6.9100857	7.032919
8575	8.796481	8.754535	8.487295	8.463318	8.536089	8.7206545	8.85472	8.7783375
859	5.990281	5.916187	5.8364186	5.8823357	5.892612	5.9370065	5.801026	5.850268
86	9.035051	9.16908	9.131264	9.125544	8.909703	9.295895	9.221015	9.219633
8600	6.0224643	5.9742494	5.886552	6.1417623	5.8722777	6.1007667	6.1393275	6.070958
8602	8.204244	8.098595	7.602313	8.0624275	8.212136	8.103629	8.242286	8.279359
8603	7.189554	7.618077	7.348183	6.7257843	7.454714	7.0377603	6.8913426	7.4484644
8604	6.097687	6.371041	6.2473726	6.38803	6.204695	6.3025136	6.338502	6.309637
8607	7.1782026	6.8870883	7.1133556	7.1622243	7.069321	7.3104296	7.0581326	7.3746696
8608	13.393835	11.921495	12.75502	13.222028	13.226934	13.325618	12.427282	12.556025
8612	6.074485	5.931569	6.1571507	6.117148	6.004156	6.0366435	5.812363	6.245084
8613	7.370434	7.316332	6.920272	6.660805	7.011232	6.929496	6.9897995	7.3598113
8614	5.8608613	6.004415	5.793839	6.0473747	5.9367566	5.7349625	5.880332	5.949871
8615	9.929189	10.057448	9.788022	10.1302805	9.741527	10.231879	9.634565	9.999195
8618	6.3361306	6.365899	6.3578496	6.341886	6.190852	6.2174115	6.3073945	6.244281
862	6.2891707	6.4183784	6.215109	6.1671205	6.3620343	6.2527127	6.527218	6.3497543
8621	8.051279	8.077472	8.104224	7.9306173	8.110601	8.2546215	7.79905	7.904827
8624	8.872332	8.612379	8.798115	8.937244	8.795628	8.991695	8.997007	8.830235
8625	8.006985	7.782571	8.188866	7.9840903	7.9860816	7.796509	7.642352	7.50633
8629	5.92378	6.151671	6.002715	6.0596023	6.0214033	6.015121	6.259288	6.160414
8630	14.184111	13.043148	14.10498	13.973076	13.873451	14.2868805	13.658198	13.845265
8631	9.426876	9.577915	9.688686	9.276148	9.689222	9.445851	9.7462435	9.218585
8633	6.4729652	6.5549603	6.358562	6.417446	6.3717284	6.376966	6.4525046	6.3598666
8636	7.987007	8.039998	7.865142	7.737384	7.9811573	7.746296	7.746891	7.737098
8637	6.057851	5.9755397	5.9685235	6.137446	6.007262	5.9063396	6.0109634	6.006839
8638	7.7674165	7.6967545	7.3370953	7.133186	7.491165	7.2173424	7.4227057	7.1906505
8639	5.7294297	5.980447	5.964997	6.0522733	6.114968	5.9819717	6.072281	6.0285573
864	8.51265	8.8918495	9.119302	8.569091	8.2016945	7.9019303	8.925298	8.186631
8641	7.020757	6.822108	6.6433525	6.684452	6.9310994	6.84667	6.935583	6.660667
8644	12.361603	11.535103	11.7946415	11.741597	12.154516	11.882567	11.235346	11.682522
8646	8.003131	8.206926	7.838212	7.8290377	8.194322	7.6640263	8.149027	8.148395
8648	6.330542	6.4836497	6.3404374	6.4944463	6.4612985	6.651168	6.3782554	6.8296843
865	7.2561264	7.431309	7.4746537	7.4759583	7.7456975	7.6970544	7.719013	8.140256
8653	6.1228843	5.8303356	5.8451185	6.0497885	5.9160647	5.8674893	5.884973	5.897123
8655	11.356926	11.502493	11.635463	11.69337	11.765743	11.637364	11.351988	11.233941
8659	10.504977	10.637097	10.837254	10.455942	10.991819	10.916304	10.687492	11.006133
866	11.220419	10.408253	10.987933	10.910313	10.774898	10.719174	10.647746	10.892826
8661	9.117339	8.982077	8.983315	8.621241	8.580326	9.16908	8.930814	9.194674
8662	9.985847	10.079964	10.0306425	9.89068	10.226405	10.176325	10.133346	10.312453
8664	10.4168415	10.483039	10.555879	10.556948	10.883548	10.348341	10.688536	10.6487465
8665	10.560008	10.554066	10.620394	10.783846	10.550292	10.716265	10.627587	10.469808
8667	10.192597	10.082014	10.270816	10.168047	10.260361	10.356011	10.179395	10.212046
8668	10.902657	10.785013	10.82071	10.692983	10.928371	10.689748	10.432616	10.939927
867	6.275992	6.1910324	6.8329244	6.2381387	6.5066247	6.4965477	6.3576107	6.675477
8671	7.868719	7.9803033	8.127951	8.608591	8.337952	8.533436	7.753626	7.9112844
8672	8.870666	8.988197	8.979087	9.175746	8.79118	8.725906	8.816408	8.765866
8674	6.4199243	6.3955674	6.512852	6.384065	6.24729	6.5753684	6.9071856	6.3285995
8675	9.804636	9.874	10.363551	10.04651	9.875963	9.857031	10.285297	10.127857
8676	8.726718	8.667035	8.608591	7.6768374	8.279016	7.6566315	8.1901455	8.271391
8677	8.520109	8.329626	8.437546	8.588427	8.374201	8.392575	8.443956	8.479734
8678	8.042453	7.82548	7.892583	8.046354	8.035123	7.82548	7.836226	7.8669944
8682	9.565156	10.200101	9.709816	9.820601	9.644354	9.753819	9.966072	9.802051
8683	11.072583	10.847704	10.827626	11.107824	11.07411	11.142802	10.860379	10.857064
8685	10.321886	9.47826	9.990803	9.523082	10.824324	9.819909	10.1130085	10.332574
8690	5.84411	5.8169208	5.917678	5.945091	5.8589587	5.9896984	6.093274	5.930097
8694	8.505959	7.4289227	7.7546673	8.063667	8.095166	8.105762	7.545477	8.062085
8697	8.491129	8.58337	8.862215	8.611618	8.681026	8.796481	8.540564	8.561166
8698	6.320218	6.366732	6.874584	6.270996	6.0175343	6.199697	6.360242	6.3503413
8702	7.814136	7.698674	7.730055	8.022881	8.090032	7.51119	7.614245	7.6717343
8703	8.563016	8.750165	8.642704	8.373119	8.477644	8.357707	8.680716	8.408069
8704	5.9134164	5.8850107	6.0099387	6.04113	6.1548514	6.23485	5.5971875	6.151968
8706	5.9185405	5.9908924	6.1517	6.074994	6.1948795	6.0628963	6.0213675	5.812593
8708	6.435526	6.515728	6.462975	6.456083	6.2733483	6.310453	6.3858213	6.281587
871	7.553525	7.5999665	7.7397146	7.4659348	7.369084	7.403884	7.6350107	7.310646
8715	6.8497396	6.4052625	6.2647076	6.7398887	6.6306424	6.852207	6.526141	6.3605676
8717	7.512721	7.386715	7.3316936	7.390018	7.5463567	7.562419	7.229383	7.4273467
87178	6.814895	6.757951	6.9032035	6.9160295	6.8516936	6.913706	6.7100215	6.9855723
8720	7.5831947	7.315364	7.155097	7.305002	7.3339972	7.321023	7.4126554	7.355394
8721	12.32012	12.325027	12.52093	12.570598	12.621669	12.451486	12.325027	12.348637
8723	9.107165	8.742966	8.864225	9.001539	9.012094	9.435218	9.095555	9.6124
8731	8.328651	8.051629	8.463318	8.341077	8.364174	8.477973	8.354662	8.372309
8733	9.181379	8.909336	9.133574	9.315434	9.244988	8.899995	9.093546	9.115414
8736	8.174657	10.464285	10.38778	10.566569	10.329399	7.8246045	9.435679	11.585788
8738	10.234389	9.455734	9.455734	10.03485	9.822499	9.743969	9.635678	9.574432
874	5.8765593	5.966309	6.0956087	6.8495493	6.046503	5.8374777	5.9881268	6.0251937
8742	7.6163406	8.126278	7.666515	8.008181	7.549597	7.5450196	7.8799567	7.632544
8744	6.405083	6.352495	6.5308437	6.3731422	6.3754935	6.188544	6.3268867	6.1871734
8747	6.221863	6.1799507	6.1787853	6.337723	6.272261	6.035465	6.225621	6.0884066
875	12.853809	12.886513	12.262959	12.918996	12.7650795	12.64122	12.433382	12.335146
8751	6.4596295	6.4234014	6.6087413	6.210441	6.545068	6.526372	6.3462787	6.5240917
8763	6.6307745	6.235634	6.321665	6.43545	6.7557225	6.91272	6.7007875	6.5937104
8766	9.833807	10.091738	9.783791	9.776807	9.590732	9.891964	10.0144825	10.096717
8767	8.524905	8.533036	8.477973	8.076183	8.122629	8.028409	8.081296	8.022881
8773	7.0430655	6.622364	6.44155	6.5858274	7.0092745	7.072932	7.002984	7.1657233
8775	6.4493365	6.4141636	6.467201	6.838519	6.9821444	6.6605115	6.3203564	6.870607
8777	10.749817	10.547207	10.82538	10.752214	10.551194	10.677501	10.5345745	10.593801
8780	9.781162	10.27718	10.150525	10.023676	10.061919	10.37226	10.261086	10.412452
8793	7.6344466	7.048053	6.7723975	6.682859	7.2186804	6.639142	6.8399153	6.8260384
8795	9.7163725	9.556355	9.745111	9.364567	9.367175	9.395504	9.450129	9.546035
8800	7.648089	7.6794543	7.261826	7.832766	7.914852	8.0677595	8.026803	7.9375644
8801	11.353668	11.0623045	10.662235	11.141687	10.939927	11.415223	10.895261	11.373288
8803	8.395176	8.193374	8.277288	8.644537	8.479734	8.7624445	8.451976	8.493416
8805	7.939624	8.024782	7.9281974	7.873357	7.5936675	8.284684	7.8066893	7.8274198
8813	9.902562	9.488368	9.64764	9.635678	9.411758	9.849288	9.694244	9.742669
8814	6.44175	6.3758144	6.438925	6.181286	6.2329793	6.3818817	6.4009748	6.0942802
8815	10.924775	10.335058	10.612996	10.797729	10.6541395	10.236984	10.321078	10.522266
8816	8.376044	8.253758	8.564399	8.421899	8.674059	8.460624	8.488368	8.441047
8818	7.5190625	8.397946	7.7831607	7.4636583	7.6434007	7.780188	7.8742323	7.628543
8819	6.980886	7.424764	7.122849	6.974434	6.8490443	7.1383944	7.188526	7.2579103
8824	12.217384	12.11849	12.232065	12.173406	12.280478	11.849956	12.097547	11.937951
8825	7.1054053	6.7205133	6.933201	7.1518717	7.1272187	7.1368995	6.920453	6.9721384
8826	7.03384	7.13258	6.9398174	6.784102	7.0863523	7.108401	7.1598425	6.909707
883	8.092635	7.912791	7.5861	7.9019303	8.158817	7.7379804	7.6173472	7.4463744
8834	6.758956	6.446639	6.6148586	6.7508397	6.32967	6.60481	6.774552	6.746518
8835	10.256404	9.251961	9.902562	10.410967	10.238588	9.789788	9.764521	9.223869
8836	8.170755	7.4820943	7.9340925	7.9192057	8.245525	8.291936	8.29665	8.387712
8841	9.290636	8.792722	8.88933	9.043864	8.948596	9.121237	8.756121	8.756877
8842	6.783784	6.829369	7.8623195	7.7738633	7.0113974	7.758248	7.0867944	6.7854095
8843	6.1885085	5.921067	5.9500785	6.093253	6.2034945	6.104149	6.0949197	6.153673
88455	8.62487	8.598101	9.035051	9.081045	9.026661	8.888455	8.886349	8.8048115
8846	7.36537	7.2967663	7.111595	7.17	7.509638	7.334437	7.4032087	7.3364406
8848	10.995706	10.127857	10.436752	9.824548	9.443569	9.362104	10.512959	9.838454
885	5.8974557	5.79167	6.0795846	5.9736214	5.8984795	5.9169006	6.156432	6.04351
8850	5.7675624	5.8528075	5.7858405	6.129993	5.6721144	6.0310364	6.015409	5.903896
8851	6.549856	6.537308	6.745874	6.404358	6.522591	6.557943	6.5132933	6.500556
8853	6.6640043	7.0102773	6.4896317	7.0502996	6.848191	6.65657	6.6543245	6.785106
8856	7.52848	7.57671	7.2351313	7.321933	7.38647	7.6672997	7.3893175	7.4771905
8858	10.48479	10.668177	10.410967	10.685437	10.137164	10.464285	10.390483	9.065929
8859	7.881418	8.771295	8.090993	8.364871	8.636805	7.790168	8.162138	8.222348
8862	5.9247284	5.826157	5.935355	5.899642	5.898755	5.8228235	6.005654	5.6977935
8864	9.989461	10.369736	9.781851	9.217036	9.452957	9.682824	10.212854	9.839134
8867	6.6892004	6.8399153	6.858506	6.701351	6.847176	7.0278068	6.746349	6.7455597
8871	6.6809764	6.8518453	6.999905	6.789583	6.830979	6.81622	6.788271	6.7059298
88745	9.23254	8.843947	9.016124	9.0575285	9.110425	9.11836	8.894354	8.919869
8875	5.7265525	6.0060205	5.9225245	5.8125343	5.802986	6.185443	5.989088	6.10872
8879	7.615598	7.600712	7.1906505	7.4615097	7.8968215	7.9420323	7.5065303	7.6191254
8880	6.231187	6.451745	6.34678	6.2921963	6.2055	6.4805818	6.226942	6.3948693
8881	9.578509	9.860351	9.721829	9.504227	9.55814	9.599833	9.781162	9.794825
8884	9.341971	9.748707	9.222017	9.555147	9.591905	8.968298	9.9033575	10.122868
8887	10.82538	10.857064	10.878725	10.770478	10.88245	10.736925	10.861715	10.877518
8890	9.827078	9.819332	9.984391	9.590099	9.9190445	9.859671	10.186479	10.0144825
8893	8.506258	8.443588	8.433511	8.410862	8.697586	8.442887	8.444337	8.58573
8895	10.039229	9.943514	10.137164	10.141784	10.096717	10.227119	9.94271	9.895337
8896	9.698929	9.490646	9.6524105	9.62016	9.554557	9.368272	9.429744	9.551615
8898	6.3932657	6.4498982	6.5424366	6.3717284	6.373309	6.570706	6.65977	6.546133
890	6.041178	6.2598534	6.241413	6.0623813	6.1889434	6.3062315	6.066562	6.120281
8900	6.2292447	6.164082	6.1957994	6.2437806	6.1450877	6.213258	6.2766705	6.178231
8905	8.9851	8.971464	8.790032	8.556412	8.59428	9.0308	9.2653	8.531367
891	5.74273	6.185867	5.8556175	6.266501	5.8890905	5.9033437	6.0407095	5.835121
8910	8.781109	8.736009	8.788754	8.75966	8.1361475	9.050705	8.725158	8.500737
8911	5.9576535	5.952381	6.0107694	5.9289384	5.863993	5.8757052	5.8061347	6.014202
8912	8.371165	7.7943034	8.311317	8.186631	7.4972434	8.86009	8.275536	7.942624
8914	8.161498	7.994401	7.826274	8.462349	8.06432	8.075217	7.8753514	7.914547
8915	6.5622444	6.706104	6.2138543	6.455395	6.3558702	6.5917273	6.6834764	6.376966
8916	7.233833	7.4654417	7.195362	7.4864025	7.274983	7.5863333	7.6197376	7.3627462
892	7.38647	7.209034	7.25132	7.1311536	7.146294	7.6360493	7.0711446	7.3688254
8924	7.6741996	7.585043	7.622634	7.7913046	7.740224	7.5498085	7.841789	7.8219805
8925	8.294886	8.797688	8.876187	8.490003	8.152393	8.504456	8.569812	8.660354
8927	6.6497474	6.4874225	6.6809764	6.976108	6.5097585	6.1510243	6.6022563	6.794241
8928	6.1179585	6.2496305	6.133811	6.094472	6.2286353	6.243955	6.086447	6.183757
8930	9.244988	10.058874	9.979431	9.59491	9.815662	9.38612	9.82643	9.756979
8932	6.948081	6.9721384	7.063426	7.1588893	6.7919493	7.0892477	6.9361205	7.0371947
8934	8.078658	7.890968	7.8875685	8.295633	8.092307	8.289099	7.8330464	8.261817
8940	7.5093675	7.673094	7.8127613	7.655299	7.4691043	7.636315	7.6561036	7.442683
8941	6.1789794	6.0445113	5.9100747	6.0127087	5.9761553	6.0895605	6.0961347	5.945331
8942	10.86965	10.625587	10.365957	10.666171	10.515675	10.950678	10.508077	10.569466
8943	8.390722	8.470853	8.432828	8.204244	8.503211	8.4938135	8.366216	8.438582
8944	6.0051193	5.917389	5.972875	5.829845	6.012077	5.998249	6.1689386	5.838715
8945	6.184869	6.16336	6.211835	5.8761005	5.831864	5.907177	5.895507	5.965963
896	10.188095	10.524182	10.706971	10.53564	10.163588	9.985847	10.516721	10.624622
8968	6.031772	5.87547	5.8202534	5.9104652	5.959609	5.9628916	5.8206334	6.023138
8969	6.0955048	5.987845	5.976737	5.922573	5.984812	5.750137	5.962855	5.8252225
8971	8.136494	8.203927	8.328651	8.407688	8.522659	8.261462	8.208537	8.38463
8972	5.74385	5.7242994	5.6194887	5.6359205	5.7619567	5.7399497	5.7393756	5.6345816
8974	7.663048	7.9278936	8.133777	8.173954	8.111512	7.9475393	7.8202806	8.013028
8976	10.122868	10.318518	10.27887	10.40736	10.141784	10.491528	10.168714	10.16942
89781	6.922635	7.122849	6.8830156	6.9621696	7.042864	7.0694914	7.128268	6.952873
89782	6.074031	5.896194	6.103181	6.213412	5.7955136	6.1904593	6.3062825	6.1921706
89795	6.4965477	6.428966	6.5053935	6.505617	6.047323	6.17426	6.1266074	6.3262787
89796	6.096289	6.108158	6.199546	6.385974	6.185626	6.191069	6.213258	6.3792257
89822	6.8374424	6.9438357	6.952873	7.044626	6.051879	6.9219036	6.7803097	6.6377077
89839	6.1788797	6.146973	6.197743	6.0882792	6.00423	6.015081	5.9325027	6.3374553
89845	6.0930095	5.987776	6.3161793	6.3325267	6.1958365	6.1128902	5.8866315	6.540839
89846	7.8394384	8.262135	8.711235	8.112199	7.9491973	7.552579	8.180024	7.853691
8985	9.056537	9.184349	9.664089	9.369317	9.73633	9.226682	9.206061	9.476102
89853	7.503587	7.144174	7.4705553	7.564623	7.2484593	7.2634115	7.438133	7.4686055
8987	7.380167	8.350589	7.8948874	7.481034	8.441785	8.339655	8.201064	8.3349085
89870	9.130307	9.085527	8.050703	8.382635	8.900922	8.398276	9.038374	9.186236
89884	6.015531	5.9779706	5.9818344	5.950066	5.9612637	6.0669045	5.88406	6.0126824
899	6.0957985	5.9700837	6.4459496	6.23165	6.1892147	6.083439	6.2449074	6.512505
8991	10.585794	10.977576	10.503193	10.159077	11.024604	11.402342	10.713181	10.4168415
89910	5.9261513	6.2891707	6.1675854	6.0769997	6.4455733	6.3472857	6.4199243	6.3656206
8992	11.811203	11.786871	11.848219	12.007329	11.863827	11.944445	11.994238	11.867982
89932	6.035793	6.6831856	6.321273	6.6035357	6.111118	6.291628	6.454721	6.3717937
89941	8.193684	8.057674	8.056414	8.140633	8.184691	8.019381	8.215764	8.396864
89958	5.673259	5.904805	5.9796276	5.7670975	5.8173156	5.9019895	5.734839	5.851734
8996	6.0226383	6.2530956	6.158381	6.475443	6.178951	6.3740306	6.1283274	6.399754
8997	6.005205	5.882219	5.855874	6.1196356	5.7013755	6.0346117	6.002183	6.010596
